,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
294,78,PERALDI Sophie,,FRA,France,261,67,246,90,507,12,15,,,RW,R,W
295,79,LANGERS Brigitte,,LUX,Luxembourg,259,68,248,88,507,10,21,,,RW,R,W
296,80,SERRET Marion,,FRA,France,255,77,251,84,506,13,18,,,RW,R,W
297,81,MEYNARD Valerie,,FRA,France,237,97,264,58,501,15,23,,,RW,R,W
298,82,RENAULT Delphine,,FRA,France,241,92,260,71,501,11,22,,,RW,R,W
299,83,MONTEL Cyrielle,,FRA,France,243,91,257,74,500,14,25,,,RW,R,W
300,84,RIDDERSTROM Line Blomen,,NOR,Norway,257,72,242,95,499,10,19,,,RW,R,W
301,85,REDENTI Cristina,,ITA,Italy,249,84,249,85,498,14,15,,,RW,R,W
302,86,GRISTI Corinne,,FRA,France,241,93,257,76,498,8,21,,,RW,R,W
303,87,SCHWAGER Francoise,,SUI,Switzerland,245,89,251,82,496,12,24,,,RW,R,W
304,88,LABARTHE Manon,,FRA,France,254,80,242,94,496,11,23,,,RW,R,W
305,89,BARTOLINI Florence,,FRA,France,246,88,246,89,492,10,18,,,RW,R,W
306,90,BOURELLY Anne,,FRA,France,247,86,244,92,491,13,19,,,RW,R,W
307,91,DUCOS Pascale,,FRA,France,255,78,234,98,489,13,20,,,RW,R,W
308,92,VEYRAC Céline,,FRA,France,244,90,244,91,488,14,13,,,RW,R,W
309,93,DE GIULI Marie Therese,,SUI,Switzerland,239,95,248,86,487,8,18,,,RW,R,W
310,94,CARON Sandy,,FRA,France,237,98,248,87,485,5,22,,,RW,R,W
311,95,BAREA UNZUETA Miren Koro,,ESP,Spain,258,70,226,102,484,5,13,,,RW,R,W
312,96,JENNY Isabelle,,SUI,Switzerland,227,100,255,79,482,12,11,,,RW,R,W
313,97,BURNIER Catherine,,FRA,France,238,96,243,93,481,11,18,,,RW,R,W
314,98,SCIPIONI Lorena,,ITA,Italy,239,94,233,100,472,9,17,,,RW,R,W
315,99,DEGAND Ludivine,,FRA,France,231,99,239,96,470,8,13,,,RW,R,W
316,100,TERRIER Constance,,FRA,France,265,61,202,105,467,15,14,,,RW,R,W
317,101,BUCCI Valentina,,ITA,Italy,213,103,238,97,451,10,18,,,RW,R,W
318,102,KNÖRR Iruri,,ESP,Spain,212,104,234,99,446,0,0,,,RW,R,W
319,103,PICARD Amandine,,FRA,France,219,101,211,103,430,9,11,,,RW,R,W
320,104,BERGER Florence,,SUI,Switzerland,197,108,231,101,428,1,15,,,RW,R,W
321,105,SAUNIER Nathalie,,FRA,France,204,106,204,104,408,5,10,,,RW,R,W
322,106,JEAUFFROY Agnes,,FRA,France,200,107,202,106,402,4,14,,,RW,R,W
323,107,CHOLLEY Annie,,FRA,France,215,102,174,107,389,6,14,,,RW,R,W
324,108,DENYS Florine,,FRA,France,207,105,174,108,381,5,13,,,RW,R,W
325,109,PINTO Anabela,,POR,Portugal,150,109,144,109,294,5,7,,,RW,R,W
326,1,BROADWATER Jesse,,USA,Usa,299,1,300,1,599,59,1,,,CM,C,M
327,2,GELLENTHIEN Braden,,USA,Usa,299,1,299,3,598,58,2,,,CM,C,M
328,3,DELOCHE Pierre-Julien,,FRA,France,297,8,300,1,597,57,3,,,CM,C,M
329,4,BOULCH Jean Philippe,,FRA,France,298,3,296,20,594,54,6,,,CM,C,M
330,5,SCHLOESSER Mike,,NED,Netherlands,295,18,299,3,594,54,6,,,CM,C,M
331,6,COUSINS Dave,,USA,Usa,297,8,297,9,594,54,6,,,CM,C,M
332,7,PERKINS Christopher,,CAN,Canada,298,3,296,20,594,54,6,,,CM,C,M
333,8,DRAGONI Luigi,,ITA,Italy,295,18,299,3,594,54,6,,,CM,C,M
334,9,JUUTILAINEN Mikko,,FIN,Finland,297,8,296,20,593,53,7,,,CM,C,M
335,10,TEDFORD Paul,,USA,Usa,296,13,297,9,593,53,7,,,CM,C,M
336,11,BLEYENDAAL Ruben,,NED,Netherlands,295,18,298,6,593,53,7,,,CM,C,M
337,12,SIMONELLI Alberto,,ITA,Italy,297,8,296,20,593,53,7,,,CM,C,M
338,13,ELZINGA Peter,,NED,Netherlands,298,3,295,31,593,53,7,,,CM,C,M
339,14,SCHAFF Kris,,USA,Usa,295,18,298,6,593,53,7,,,CM,C,M
340,15,GENET Dominique,,FRA,France,298,3,295,31,593,53,7,,,CM,C,M
341,16,ANDERSON Steve,,USA,Usa,295,18,297,9,592,52,8,,,CM,C,M
342,17,VAVRO Mario,,CRO,Croatia,294,30,298,6,592,52,8,,,CM,C,M
343,18,PAGNONI Federico,,ITA,Italy,295,18,297,9,592,52,8,,,CM,C,M
344,19,PAGNI Sergio,,ITA,Italy,295,18,297,9,592,52,8,,,CM,C,M
345,20,DAMBAEV Alexander,,RUS,Russia,297,8,295,31,592,52,8,,,CM,C,M
346,21,BRASSEUR Sebastien,,FRA,France,296,13,296,20,592,52,8,,,CM,C,M
347,22,EBADI Esmaeil,,IRI,IR Iran,294,30,297,9,591,51,9,,,CM,C,M
348,23,HANSEN Stephan,,DEN,Denmark,294,30,297,9,591,51,9,,,CM,C,M
349,24,BEAUBOUEF Chance,,USA,Usa,295,18,296,20,591,51,9,,,CM,C,M
350,25,ASBACH Jens,,GER,Germany,296,13,294,43,590,50,10,,,CM,C,M
351,26,VAN EIL Thomas,,NED,Netherlands,298,3,292,69,590,50,10,,,CM,C,M
352,27,DELLA STUA Valerio,,ITA,Italy,294,30,296,20,590,50,10,,,CM,C,M
353,28,MANFULL Steven,,USA,Usa,295,18,295,31,590,50,10,,,CM,C,M
354,29,DOUSSOT Christophe,,FRA,France,292,53,297,9,589,49,11,SO,T.10,CM,C,M
355,30,WILDE Reo,,USA,Usa,294,30,295,31,589,49,11,SO,T.10,CM,C,M
356,31,LEOTTA Andrea,,ITA,Italy,292,53,297,9,589,49,11,SO,T.9*,CM,C,M
357,32,DELOBELLE Fabien,,FRA,France,295,18,294,43,589,49,11,SO,T.9*,CM,C,M
358,33,NENCIONI Michele,,ITA,Italy,292,53,297,9,589,49,11,SO,T.9,CM,C,M
359,34,BUDEN Domagoj,,CRO,Croatia,294,30,294,43,588,48,12,,,CM,C,M
360,34,CANALEJAS TEJERO Victor,,ESP,Spain,293,41,295,31,588,48,12,,,CM,C,M
361,34,CARMINIO Antonio,,ITA,Italy,293,41,295,31,588,48,12,,,CM,C,M
362,34,DAMSBO Martin,,DEN,Denmark,296,13,292,69,588,48,12,,,CM,C,M
363,34,DEATON Bridger,,USA,Usa,295,18,293,56,588,48,12,,,CM,C,M
364,34,DI MICHELE Luigi,,ITA,Italy,292,53,296,20,588,48,12,,,CM,C,M
365,34,PEINEAU Sebastien,,FRA,France,293,41,295,31,588,48,12,,,CM,C,M
366,41,DARUM Andreas,,DEN,Denmark,293,41,294,43,587,47,13,,,CM,C,M
367,41,DOLDERMAN Sander,,NED,Netherlands,292,53,295,31,587,47,13,,,CM,C,M
368,41,GOOSSENS Chris,,BEL,Belgium,290,89,297,9,587,47,13,,,CM,C,M
369,41,KNECHTEL Kai,,GER,Germany,294,30,293,56,587,47,13,,,CM,C,M
370,41,SORRELLS Caleb,,USA,Usa,292,53,295,31,587,47,13,,,CM,C,M
371,41,TONNAER Bas,,NED,Netherlands,291,74,296,20,587,47,13,,,CM,C,M
372,47,BLAZQUEZ Alberto,,ESP,Spain,293,41,293,56,586,46,14,,,CM,C,M
373,47,KOOLS Reginald,,BEL,Belgium,292,53,294,43,586,46,14,,,CM,C,M
374,47,LEFEUVRE Camille,,FRA,France,290,89,296,20,586,46,14,,,CM,C,M
375,47,QUIQUERE Antoine,,FRA,France,290,89,296,20,586,46,14,,,CM,C,M
376,47,VERDEYEN Luc,,BEL,Belgium,296,13,290,100,586,46,14,,,CM,C,M
377,52,CARO PUERTOLAS Victor,,ESP,Spain,294,30,291,85,585,45,15,,,CM,C,M
378,52,DORGET Jean Philippe,,FRA,France,291,74,294,43,585,45,15,,,CM,C,M
379,52,DURIVAUD Manuel,,FRA,France,292,53,293,56,585,45,15,,,CM,C,M
380,52,GILLINGHAM Timothy,,USA,Usa,292,53,293,56,585,45,15,,,CM,C,M
381,52,LOPEZ Ramon,,ESP,Spain,292,53,293,56,585,45,15,,,CM,C,M
382,52,RAVENSCROFT Adam,,GBR,Great Britain,294,30,291,85,585,45,15,,,CM,C,M
383,52,SIGAUSKAS Vladas,,LTU,Lithuania,291,74,294,43,585,45,15,,,CM,C,M
384,59,ACKX Enzo,,BEL,Belgium,293,41,291,83,584,46,13,,,CM,C,M
385,59,HOFER Patrizio,,SUI,Switzerland,292,53,292,68,584,46,13,,,CM,C,M
386,61,AAMAAS Njaal,,NOR,Norway,291,74,293,56,584,44,16,,,CM,C,M
387,61,BURRI Kevin,,SUI,Switzerland,291,74,293,56,584,44,16,,,CM,C,M
388,61,GHEIDI Majid,,IRI,IR Iran,290,89,294,43,584,44,16,,,CM,C,M
389,61,RYALS George,,USA,Usa,295,18,289,111,584,44,16,,,CM,C,M
390,61,TULLINI Michele,,ITA,Italy,292,53,292,69,584,44,16,,,CM,C,M
391,66,BOISSAU Stephane,,FRA,France,291,74,292,69,583,43,17,,,CM,C,M
392,66,BUSBY Duncan,,GBR,Great Britain,291,74,292,69,583,43,17,,,CM,C,M
393,66,CANCELLI Gianpaolo,,ITA,Italy,291,74,292,69,583,43,17,,,CM,C,M
394,66,CHRISTENBERRY Darrin,,USA,Usa,289,101,294,43,583,43,17,,,CM,C,M
395,66,COPIN Frédéric,,FRA,France,290,89,293,56,583,43,17,,,CM,C,M
396,66,HAEFELFINGER Roman,,SUI,Switzerland,291,74,292,69,583,43,17,,,CM,C,M
397,66,LAUBE Marcus,,GER,Germany,290,89,293,56,583,43,17,,,CM,C,M
398,66,LODETTI Alessandro,,ITA,Italy,292,53,291,85,583,43,17,,,CM,C,M
399,66,LOUSSAUT Jérémie,,FRA,France,288,115,295,31,583,43,17,,,CM,C,M
400,66,PUTRIĆ Vjekoslav,,CRO,Croatia,293,41,290,100,583,43,17,,,CM,C,M
401,66,VAN ELVEN Cedric,,BEL,Belgium,291,74,292,69,583,43,17,,,CM,C,M
402,66,WILDE Logan,,USA,Usa,294,30,289,111,583,43,17,,,CM,C,M
403,78,CATALAN Jose Ignacio,,ESP,Spain,292,53,291,99,583,22,8,,,CM,C,M
404,79,BERTALAN Zoltan,,HUN,Hungary,292,53,290,100,582,42,18,,,CM,C,M
405,79,GERARD Paul,,FRA,France,293,41,289,111,582,42,18,,,CM,C,M
406,79,KAZEMPOUR Amir,,IRI,IR Iran,292,53,290,100,582,42,18,,,CM,C,M
407,79,REYES Brandon,,USA,Usa,291,74,291,85,582,42,18,,,CM,C,M
408,79,VARECHON Dimitri,,FRA,France,292,53,290,100,582,42,18,,,CM,C,M
409,79,WHITTINGHAM Allistair,,GBR,Great Britain,290,89,292,69,582,42,18,,,CM,C,M
410,85,CHECKEROSKI Timothy,,USA,Usa,286,139,295,31,581,50,9,,,CM,C,M
411,86,THIEFFINE Julien,,FRA,France,292,52,289,111,581,43,15,,,CM,C,M
412,87,BAIL José,,FRA,France,287,129,294,43,581,41,19,,,CM,C,M
413,87,MERTENS Ernest,,BEL,Belgium,287,129,294,43,581,41,19,,,CM,C,M
414,87,OOI Harrison,,GBR,Great Britain,290,89,291,85,581,41,19,,,CM,C,M
415,90,FROGGATT Simon,,GBR,Great Britain,294,30,286,156,580,41,18,,,CM,C,M
416,91,AMOUEI Yaser,,IRI,IR Iran,286,143,294,43,580,40,20,,,CM,C,M
417,91,BARET Benjamin,,FRA,France,286,143,294,43,580,40,20,,,CM,C,M
418,91,CAUWE Michael,,BEL,Belgium,288,115,292,69,580,40,20,,,CM,C,M
419,91,DAULEU Ludovic,,FRA,France,289,101,291,85,580,40,20,,,CM,C,M
420,91,DEPOITIER Julien,,BEL,Belgium,293,41,287,141,580,40,20,,,CM,C,M
421,91,GASSE Nicolas,,FRA,France,287,129,293,56,580,40,20,,,CM,C,M
422,91,LARPENTEUR Bastien,,FRA,France,292,53,288,123,580,40,20,,,CM,C,M
423,91,RICHARDS Carl,,GBR,Great Britain,289,101,291,85,580,40,20,,,CM,C,M
424,91,SANCHEZ-FERRERO Gonzalo,,ESP,Spain,291,74,289,111,580,40,20,,,CM,C,M
425,100,WILKEY Kevin,,USA,Usa,292,53,288,136,580,22,8,,,CM,C,M
426,101,BOULCH Hubert,,FRA,France,288,115,291,84,579,40,19,,,CM,C,M
427,101,SEGRET Guil,,FRA,France,288,113,291,85,579,40,19,,,CM,C,M
428,101,SEIMANDI Giuseppe,,ITA,Italy,288,113,291,85,579,40,19,,,CM,C,M
429,104,BRISSON Pierre,,FRA,France,292,53,287,141,579,39,21,,,CM,C,M
430,104,DINGLE Simon,,GBR,Great Britain,287,129,292,69,579,39,21,,,CM,C,M
431,104,RIKUNENKO Andrew,,GBR,Great Britain,289,101,290,100,579,39,21,,,CM,C,M
432,104,TORRÓ José,,ESP,Spain,293,41,286,159,579,39,21,,,CM,C,M
433,108,BALIQUE Matthieu,,FRA,France,292,53,286,159,578,38,22,,,CM,C,M
434,108,DUPLAN Cedric,,FRA,France,291,74,287,141,578,38,22,,,CM,C,M
435,108,DUPLAN Ludovic,,FRA,France,285,156,293,56,578,38,22,,,CM,C,M
436,108,GERARD Nathan,,FRA,France,287,129,291,85,578,38,22,,,CM,C,M
437,108,POMPEO Antonio,,ITA,Italy,289,101,289,111,578,38,22,,,CM,C,M
438,108,SEIBOLD Juergen,,GER,Germany,288,115,290,100,578,38,22,,,CM,C,M
439,108,VIGARIE Gilles,,FRA,France,289,101,289,111,578,38,22,,,CM,C,M
440,115,BRINGER Ludovic,,FRA,France,293,41,285,183,578,23,7,,,CM,C,M
441,116,LANGARITA MONTEAGUDO Pedro Julio,,ESP,Spain,286,140,291,85,577,38,21,,,CM,C,M
442,116,VAN DE POELE Mathieu,,BEL,Belgium,291,74,286,156,577,38,21,,,CM,C,M
443,118,BERNARD Mathieu,,FRA,France,285,156,292,69,577,37,23,,,CM,C,M
444,118,BONDON Morgan,,FRA,France,289,101,288,123,577,37,23,,,CM,C,M
445,118,BRUNSTEIN Claude,,FRA,France,288,115,289,111,577,37,23,,,CM,C,M
446,118,CLAPIÉ Sébastien,,FRA,France,290,89,287,141,577,37,23,,,CM,C,M
447,118,ETIENNE David,,FRA,France,285,156,292,69,577,37,23,,,CM,C,M
448,118,FAPPIANO Philippe,,FRA,France,289,101,288,123,577,37,23,,,CM,C,M
449,118,OJEDA PARDO Felix Jose,,ESP,Spain,290,89,287,141,577,37,23,,,CM,C,M
450,118,THIERRY Jeremie,,FRA,France,289,101,288,123,577,37,23,,,CM,C,M
451,126,LEGER Christophe,,FRA,France,287,129,289,110,576,37,22,,,CM,C,M
452,126,PORTMANN Michel,,FRA,France,286,140,290,100,576,37,22,,,CM,C,M
453,128,BERTIN Gregory,,FRA,France,288,115,288,123,576,36,24,,,CM,C,M
454,128,SCOTT Simon,,GBR,Great Britain,288,115,288,123,576,36,24,,,CM,C,M
455,128,VAN DERCAMERE Maxime,,FRA,France,288,115,288,123,576,36,24,,,CM,C,M
456,131,CAILLOT Christophe,,FRA,France,288,115,287,138,575,36,23,,,CM,C,M
457,131,MIRA GARCIA Xaquin,,ESP,Spain,288,115,287,138,575,36,23,,,CM,C,M
458,133,BURRUS Raphael,,FRA,France,288,115,287,141,575,35,25,,,CM,C,M
459,133,CORNU Jean-Michel,,FRA,France,288,115,287,141,575,35,25,,,CM,C,M
460,133,DELIVEYNE Frederic,,BEL,Belgium,284,173,291,85,575,35,25,,,CM,C,M
461,133,LUEPKEMANN Henning,,GER,Germany,291,74,284,185,575,35,25,,,CM,C,M
462,137,PETRAGLIO Marco,,SUI,Switzerland,285,154,289,111,574,35,24,,,CM,C,M
463,138,BARREDO Juan José,,ESP,Spain,282,196,292,69,574,34,26,,,CM,C,M
464,138,DUPUIS Anthony,,FRA,France,283,180,291,85,574,34,26,,,CM,C,M
465,138,LECOMTE David,,FRA,France,287,129,287,141,574,34,26,,,CM,C,M
466,141,GONZÁLEZ ESPINILLA Jorge,,ESP,Spain,288,115,285,173,573,34,25,,,CM,C,M
467,141,LEJEUNE Maximilien,,FRA,France,283,177,290,100,573,34,25,,,CM,C,M
468,143,GALLAIS DUTRIEZ Alban,,FRA,France,287,129,286,159,573,33,27,,,CM,C,M
469,143,HARTWICH Jimmy,,GER,Germany,282,196,291,85,573,33,27,,,CM,C,M
470,143,HAYNES Stephen,,GBR,Great Britain,290,89,283,199,573,33,27,,,CM,C,M
471,143,LE JOLY Jany,,FRA,France,285,156,288,123,573,33,27,,,CM,C,M
472,143,MAZÉ Benoît,,FRA,France,285,156,288,123,573,33,27,,,CM,C,M
473,143,VILARD Frédéric,,FRA,France,286,143,287,141,573,33,27,,,CM,C,M
474,143,VUKELIC Damir,,BIH,Bosnia and Herzegovina,283,180,290,100,573,33,27,,,CM,C,M
475,150,ANDREYITCH Thomas,,FRA,France,284,173,288,123,572,32,28,,,CM,C,M
476,150,BERROCAL LOPEZ Oscar,,ESP,Spain,289,101,283,199,572,32,28,,,CM,C,M
477,150,CASTALION Sebastien,,FRA,France,283,180,289,111,572,32,28,,,CM,C,M
478,150,GOMEZ Francisco J.,,ESP,Spain,286,143,286,159,572,32,28,,,CM,C,M
479,150,VERSACE Davide,,ITA,Italy,285,156,287,141,572,32,28,,,CM,C,M
480,155,SPRING Martin,,SUI,Switzerland,284,171,287,141,571,32,27,,,CM,C,M
481,156,BABOU Eric,,FRA,France,285,156,286,159,571,31,29,,,CM,C,M
482,156,BARET Thierry,,FRA,France,283,180,288,123,571,31,29,,,CM,C,M
483,156,CAPPELLOTTO Enrico,,ITA,Italy,289,101,282,214,571,31,29,,,CM,C,M
484,156,DE FRANCISCO BORDAS Luis,,ESP,Spain,283,180,288,123,571,31,29,,,CM,C,M
485,156,LALLEMANT Julien,,FRA,France,289,101,282,214,571,31,29,,,CM,C,M
486,156,SALAMANCA Eduardo,,ESP,Spain,285,156,286,159,571,31,29,,,CM,C,M
487,156,TUNA Mustafa Serkan,,TUR,Turkey,285,156,286,159,571,31,29,,,CM,C,M
488,156,VANDERVELDEN Vincent,,BEL,Belgium,287,129,284,185,571,31,29,,,CM,C,M
489,164,BOND Stefan,,GBR,Great Britain,288,115,282,212,570,31,28,,,CM,C,M
490,164,DE KLERK Jarod,,RSA,South Africa,285,154,285,175,570,31,28,,,CM,C,M
491,166,CASILLAS DEL MONTE Daniel,,ESP,Spain,285,156,285,175,570,30,30,,,CM,C,M
492,166,DINÇER Mert,,TUR,Turkey,283,180,287,141,570,30,30,,,CM,C,M
493,166,DUBOC Franck,,FRA,France,281,215,289,111,570,30,30,,,CM,C,M
494,166,HERNANDEZ GARRIDO Raul,,ESP,Spain,286,143,284,185,570,30,30,,,CM,C,M
495,166,LANGKABEL Rick,,GER,Germany,286,143,284,185,570,30,30,,,CM,C,M
496,166,PETTENAZZO Federico,,ITA,Italy,286,143,284,185,570,30,30,,,CM,C,M
497,166,POPPING Damien,,FRA,France,290,89,280,245,570,30,30,,,CM,C,M
498,166,SARTORELLO Manuel,,ITA,Italy,281,215,289,111,570,30,30,,,CM,C,M
499,166,TARRADE Ludovic,,FRA,France,287,129,283,199,570,30,30,,,CM,C,M
500,175,ALMEIDA João,,POR,Portugal,286,140,284,196,570,17,12,,,CM,C,M
501,176,JOUSSAUME Thierry,,FRA,France,281,207,288,123,569,30,29,,,CM,C,M
502,177,GUIGNET Patrick,,FRA,France,285,156,284,185,569,29,31,,,CM,C,M
503,177,MOSSER Christophe,,FRA,France,286,143,283,199,569,29,31,,,CM,C,M
504,177,STAS Hareld,,NED,Netherlands,282,196,287,141,569,29,31,,,CM,C,M
505,177,VAN OEVEREN Stany,,BEL,Belgium,284,173,285,175,569,29,31,,,CM,C,M
506,181,CORBEZ Charles,,FRA,France,281,215,287,137,568,30,29,,,CM,C,M
507,182,CINTRAT Geoffrey,,FRA,France,282,196,286,159,568,28,32,,,CM,C,M
508,182,LANGAN Miguel,,POR,Portugal,286,143,282,214,568,28,32,,,CM,C,M
509,182,VAILATI Francesco,,ITA,Italy,283,180,285,175,568,28,32,,,CM,C,M
510,185,MAZEAU Eric,,FRA,France,285,153,282,210,567,33,24,,,CM,C,M
511,186,DOUIS Gérard,,FRA,France,282,194,285,173,567,29,29,,,CM,C,M
512,187,CERIOTTI Mauro,,ITA,Italy,280,230,287,138,567,28,31,,,CM,C,M
513,187,SCARANO Eldo,,FRA,France,281,207,286,159,567,28,31,,,CM,C,M
514,189,DUHEZ Philippe,,FRA,France,281,215,286,159,567,27,33,,,CM,C,M
515,189,PEYRONDET Francois,,FRA,France,282,196,285,175,567,27,33,,,CM,C,M
516,191,PETIT Vincent,,FRA,France,284,168,282,209,566,33,23,,,CM,C,M
517,192,BRAULT Thomas,,FRA,France,279,238,287,141,566,28,30,,,CM,C,M
518,192,SHARVIN Mark,,IRL,Ireland,280,223,286,159,566,28,30,,,CM,C,M
519,194,AMATO Brice,,FRA,France,284,171,282,214,566,27,32,,,CM,C,M
520,194,BOISSONNET Michel,,FRA,France,281,207,285,175,566,27,32,,,CM,C,M
521,194,RODRIGUEZ GONZALEZ Guillermo Javier,,ESP,Spain,286,143,280,240,566,27,32,,,CM,C,M
522,194,ROTA Emanuele,,ITA,Italy,279,240,287,141,566,27,32,,,CM,C,M
523,198,SALIMBENI Ezio,,ITA,Italy,281,215,285,175,566,26,34,,,CM,C,M
524,198,STRIJBOS Bert,,BEL,Belgium,281,215,285,175,566,26,34,,,CM,C,M
525,198,WARGNIER Sebastien,,FRA,France,285,156,281,231,566,26,34,,,CM,C,M
526,201,HARTMANN Daniel,,GER,Germany,281,207,284,185,565,26,33,,,CM,C,M
527,202,BONI Stefano,,ITA,Italy,283,180,282,214,565,25,35,,,CM,C,M
528,202,NOTT Jon,,GBR,Great Britain,283,180,282,214,565,25,35,,,CM,C,M
529,202,PAESMANS Glenn,,BEL,Belgium,284,173,281,231,565,25,35,,,CM,C,M
530,202,ROGERS MACRUAIDHRI Eamon,,IRL,Ireland,283,180,282,214,565,25,35,,,CM,C,M
531,206,KOOLS Jonathan,,BEL,Belgium,280,230,284,184,564,25,34,,,CM,C,M
532,207,BAPTISTA Carlos,,POR,Portugal,278,253,286,159,564,24,36,,,CM,C,M
533,207,GIORCELLI Silvio,,ITA,Italy,280,230,284,185,564,24,36,,,CM,C,M
534,207,RUIZ Olivier,,SUI,Switzerland,282,196,282,214,564,24,36,,,CM,C,M
535,210,FEYBESSE Jean François,,FRA,France,281,204,282,214,563,27,31,,,CM,C,M
536,211,GERVASI Giuseppe,,ESP,Spain,279,237,284,185,563,26,31,,,CM,C,M
537,212,BIOJOUT Vincent,,FRA,France,277,261,286,159,563,24,35,,,CM,C,M
538,212,DUBOIS Reginald,,FRA,France,280,227,283,199,563,24,35,,,CM,C,M
539,212,HERRAIZ OSUNA Jordi,,ESP,Spain,280,227,283,199,563,24,35,,,CM,C,M
540,215,GUTIERREZ Michel,,FRA,France,283,180,280,245,563,23,37,,,CM,C,M
541,215,VAREY David,,FRA,France,283,180,280,245,563,23,37,,,CM,C,M
542,217,BURGAUD Frank,,FRA,France,283,177,279,251,562,27,28,,,CM,C,M
543,218,DELVIGNE Olivier,,BEL,Belgium,281,207,281,227,562,24,34,,,CM,C,M
544,218,SAN PEDRO GARCIA David,,ESP,Spain,280,223,282,214,562,24,34,,,CM,C,M
545,220,TOSO Federico,,ITA,Italy,281,207,281,231,562,23,36,,,CM,C,M
546,221,LUNARDELLI Alberto,,ITA,Italy,281,215,281,231,562,22,38,,,CM,C,M
547,221,MEDINA LUCHENA Lorenzo Manuel,,ESP,Spain,279,242,283,199,562,22,38,,,CM,C,M
548,221,VIEL Wolfgang,,FRA,France,281,215,281,231,562,22,38,,,CM,C,M
549,224,PAES Aymeric,,FRA,France,284,170,277,271,561,25,31,,,CM,C,M
550,225,HAUDOIN Frank,,FRA,France,278,246,283,197,561,24,33,,,CM,C,M
551,226,BENEDINI Fabio,,ITA,Italy,278,250,283,197,561,23,35,,,CM,C,M
552,226,DUVAL Arnaud,,FRA,France,278,246,283,199,561,23,35,,,CM,C,M
553,226,HAAG Niklas,,FRA,France,280,223,281,231,561,23,35,,,CM,C,M
554,226,LAMBERT David,,FRA,France,277,259,284,185,561,23,35,,,CM,C,M
555,226,QUINCI Andre,,FRA,France,279,238,282,214,561,23,35,,,CM,C,M
556,231,ARNOUX Christophe,,FRA,France,282,194,279,259,561,22,37,,,CM,C,M
557,231,DE GRANDIS Jocelyn,,FRA,France,280,230,281,227,561,22,37,,,CM,C,M
558,231,HAYNES Eric,,FRA,France,282,196,279,255,561,22,37,,,CM,C,M
559,231,LIENARD Sébastien,,FRA,France,283,177,278,266,561,22,37,,,CM,C,M
560,235,ORIGGI Roberto,,ITA,Italy,282,196,278,261,560,22,36,,,CM,C,M
561,236,BUTHIAUX Eric,,FRA,France,277,261,283,199,560,21,38,,,CM,C,M
562,237,SINAL Patrick,,USA,Usa,280,230,280,245,560,20,40,,,CM,C,M
563,238,LECLERCQ Jerome,,FRA,France,284,169,275,284,559,30,28,,,CM,C,M
564,239,ANDRIANARISON Camille,,FRA,France,282,193,277,270,559,24,31,,,CM,C,M
565,240,STEFFANN Pierre-Alain,,FRA,France,280,223,279,255,559,22,35,,,CM,C,M
566,241,CAROSSO Cristiano,,ITA,Italy,281,207,278,263,559,21,37,,,CM,C,M
567,242,ÁLVAREZ RODRÍGUEZ José,,ESP,Spain,278,253,281,227,559,20,39,,,CM,C,M
568,243,MERCIER Guillaume,,FRA,France,279,242,280,245,559,19,41,,,CM,C,M
569,244,REGEASSE Alain,,FRA,France,276,265,282,214,558,27,32,,,CM,C,M
570,245,DE KLERK Nicholas,,RSA,South Africa,276,269,282,210,558,23,34,,,CM,C,M
571,246,HUGUET Julien,,FRA,France,279,240,279,253,558,21,36,,,CM,C,M
572,247,BERAIL Pierre,,FRA,France,278,250,280,240,558,20,38,,,CM,C,M
573,248,ROTA Paolo,,ITA,Italy,278,253,280,240,558,19,40,,,CM,C,M
574,249,HUON Guy,,FRA,France,271,289,286,159,557,26,33,,,CM,C,M
575,250,CASTOLDI Lorenzo,,ITA,Italy,275,272,282,212,557,23,33,,,CM,C,M
576,251,FÉLIX Nuno,,POR,Portugal,276,266,281,231,557,21,36,,,CM,C,M
577,252,CAPO Jean-Marc,,FRA,France,281,207,276,281,557,19,39,,,CM,C,M
578,252,CAPPELLOTTO Giovanni,,ITA,Italy,277,261,280,240,557,19,39,,,CM,C,M
579,252,COMMARMOND Frederic,,FRA,France,279,242,278,261,557,19,39,,,CM,C,M
580,255,BONNET Guerric,,FRA,France,277,258,279,255,556,20,36,,,CM,C,M
581,256,FLETCHER Tony,,GBR,Great Britain,278,250,278,266,556,17,42,,,CM,C,M
582,257,EBERHARD Franz,,SUI,Switzerland,274,278,281,226,555,19,37,,,CM,C,M
583,257,SCHRYVE Jean-loic,,FRA,France,278,246,277,271,555,19,37,,,CM,C,M
584,259,GONCALVES DA SILVA Rui,,LUX,Luxembourg,278,253,277,275,555,16,43,,,CM,C,M
585,260,OP DEN BUYSCH Mike,,NED,Netherlands,278,257,277,278,555,7,23,,,CM,C,M
586,261,PERROUX Jean Louis,,FRA,France,273,281,281,227,554,25,32,,,CM,C,M
587,262,LASZKOWICZ Neil,,GBR,Great Britain,270,293,284,185,554,24,34,,,CM,C,M
588,263,CROS Guillaume,,FRA,France,279,236,275,291,554,20,34,,,CM,C,M
589,264,FRUTEL Sébastien,,FRA,France,283,180,271,302,554,19,37,,,CM,C,M
