,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
39,40,VAZIRI TEYMOORLOOEI Milad,,IRI,IR Iran,281,71,291,26,572,37,18,,,RM,R,M
40,41,DEL OLMO Sergio,,ESP,Spain,288,36,284,59,572,34,24,,,RM,R,M
41,41,KRAUS Stephane,,FRA,France,283,60,289,33,572,34,24,,,RM,R,M
42,41,MULOT Florent,,FRA,France,283,57,289,35,572,34,24,,,RM,R,M
43,44,SIMO Alvaro,,ESP,Spain,282,62,289,35,571,35,23,,,RM,R,M
44,45,SAJEEV De Silva,,SRI,Sri Lanka,285,49,286,49,571,34,23,,,RM,R,M
45,46,SOULE Quentin,,FRA,France,283,52,287,42,570,36,19,,,RM,R,M
46,47,HUSTON Patrick,,GBR,Great Britain,289,31,281,71,570,35,20,,,RM,R,M
47,48,STUEFER Lukas,,AUT,Austria,285,46,285,55,570,34,22,,,RM,R,M
48,49,BOSSARD Florian,,FRA,France,283,56,287,46,570,33,24,,,RM,R,M
49,50,ANTOINE Thomas,,FRA,France,290,25,279,75,569,41,15,,,RM,R,M
50,51,MORGAN Ashe,,GBR,Great Britain,279,77,290,31,569,38,21,,,RM,R,M
51,52,SERI Marco,,ITA,Italy,283,54,286,48,569,36,19,,,RM,R,M
52,53,BERANEK Radek,,CZE,Czech Republic,282,63,287,42,569,35,20,,,RM,R,M
53,54,LIBERT Eric,,FRA,France,283,57,286,50,569,32,25,,,RM,R,M
54,55,MORELLO Marco,,ITA,Italy,281,70,287,41,568,36,16,,,RM,R,M
55,56,ELALAOUI Ismail,,MAR,Morocco,279,81,289,33,568,35,18,,,RM,R,M
56,57,DELILLE Ferdinand,,FRA,France,286,43,282,65,568,34,22,,,RM,R,M
57,58,DUVAL Sebastien,,FRA,France,281,71,287,46,568,31,26,,,RM,R,M
58,59,BIDAULT Jerome,,FRA,France,282,65,285,54,567,35,18,,,RM,R,M
59,60,CAMBAKIDIS Nicolas,,FRA,France,288,35,279,78,567,33,22,,,RM,R,M
60,61,ALVES Jorge,,POR,Portugal,283,53,284,59,567,32,23,,,RM,R,M
61,62,COUPRIE Benoît,,FRA,France,285,46,281,69,566,17,11,,,RM,R,M
62,63,AJODHIA Vikash,,NED,Netherlands,283,54,283,63,566,31,25,,,RM,R,M
63,64,GOELZ Dominic,,GER,Germany,281,73,285,55,566,30,26,,,RM,R,M
64,64,SANNA Michael,,FRA,France,280,75,286,50,566,30,26,,,RM,R,M
65,66,SIGURDSSON Sigurjon,,ISL,Iceland,282,68,283,62,565,33,21,,,RM,R,M
66,67,MATZKIN Guy,,GBR,Great Britain,285,46,280,72,565,33,20,,,RM,R,M
67,68,DOORNBOSCH Geoffrey,,NED,Netherlands,281,69,282,66,563,31,23,,,RM,R,M
68,69,BOLJEVIC Milos,,MNE,Montenegro,280,76,282,67,562,26,30,,,RM,R,M
69,70,BLANDIN Thomas,,FRA,France,284,50,277,87,561,29,23,,,RM,R,M
70,71,KLEIN Pit,,LUX,Luxembourg,280,74,280,74,560,29,22,,,RM,R,M
71,72,OONA Mart,,EST,Estonia,284,51,276,89,560,28,26,,,RM,R,M
72,73,DIMOV Veliko,,SUI,Switzerland,282,63,277,86,559,28,26,,,RM,R,M
73,74,DANIEL Lucas,,FRA,France,292,16,266,121,558,40,15,,,RM,R,M
74,75,JIMENEZ Mathieu,,FRA,France,277,88,281,70,558,33,21,,,RM,R,M
75,76,MOLFESE Fabio,,ITA,Italy,274,97,284,58,558,33,20,,,RM,R,M
76,77,METREAU Jean-François,,FRA,France,276,93,282,67,558,24,30,,,RM,R,M
77,78,RONKANEN Perttu,,FIN,Finland,282,61,275,92,557,33,21,,,RM,R,M
78,79,GERZAIN Pierre,,FRA,France,279,78,278,81,557,28,22,,,RM,R,M
79,80,PROTIN Etienne,,FRA,France,278,83,279,76,557,27,25,,,RM,R,M
80,81,BUTUNOV Nikolay,,RUS,Russia,279,79,277,82,556,31,20,,,RM,R,M
81,82,TRAVISANI Stefano,,ITA,Italy,278,85,278,79,556,30,22,,,RM,R,M
82,83,CHOVAUX Maxime,,FRA,France,282,67,274,95,556,28,22,,,RM,R,M
83,84,DUPUIS Emmanuel,,FRA,France,277,89,279,77,556,26,25,,,RM,R,M
84,85,ZOPFMANN Maxime,,FRA,France,278,83,277,84,555,27,24,,,RM,R,M
85,86,EMENEY Sonnie,,GBR,Great Britain,270,109,284,57,554,25,28,,,RM,R,M
86,87,RONKANEN Sampo,,FIN,Finland,277,90,277,87,554,24,26,,,RM,R,M
87,88,ARMBRUSTER Sylvain,,FRA,France,276,92,276,90,552,27,23,,,RM,R,M
88,89,FRACHEBOUD Thierry,,SUI,Switzerland,279,82,273,101,552,22,30,,,RM,R,M
89,90,JEURISSEN Damiaan,,NED,Netherlands,274,98,277,84,551,26,25,,,RM,R,M
90,91,EBRAHIMI SADRABADI Omid,,IRI,IR Iran,282,65,269,115,551,25,22,,,RM,R,M
91,92,KLEINER Hillel,,ISR,Israel,279,80,271,103,550,28,24,,,RM,R,M
92,93,HOLDEN Ryan,,GBR,Great Britain,275,96,275,92,550,27,25,,,RM,R,M
93,94,BAKAMOVIC Djanan,,FRA,France,275,95,274,97,549,12,12,,,RM,R,M
94,95,TUAL Gaetan,,FRA,France,278,87,271,107,549,20,31,,,RM,R,M
95,96,CAINE Andy,,GBR,Great Britain,268,115,280,73,548,26,20,,,RM,R,M
96,97,POP Razvan,,LUX,Luxembourg,276,91,270,111,546,23,22,,,RM,R,M
97,98,LEFRANCOIS Ianis,,FRA,France,271,104,274,98,545,19,29,,,RM,R,M
98,99,COLLARD Renaud,,FRA,France,278,86,267,120,545,19,28,,,RM,R,M
99,100,KOSEC Mihael,,SLO,Slovenia,267,116,277,82,544,12,12,,,RM,R,M
100,101,MOULIN Louis,,FRA,France,275,94,269,114,544,23,21,,,RM,R,M
101,102,GASSIOT Matthieu,,FRA,France,270,110,274,96,544,20,29,,,RM,R,M
102,103,LINDBERG Johan,,SWE,Sweden,274,99,269,113,543,26,20,,,RM,R,M
103,104,GRUFFAT Lionel,,FRA,France,261,131,282,64,543,24,25,,,RM,R,M
104,105,CAMPANA Nicolas,,SUI,Switzerland,265,119,278,80,543,24,24,,,RM,R,M
105,106,DEZANNEAU Patrick,,FRA,France,270,108,273,100,543,20,26,,,RM,R,M
106,107,CARPENEDO Thomas,,ITA,Italy,272,101,270,108,542,29,17,,,RM,R,M
107,108,COUDERC Florian,,FRA,France,273,100,269,112,542,27,20,,,RM,R,M
108,109,RUSAS Per-Olav,,NOR,Norway,271,103,271,106,542,24,20,,,RM,R,M
109,110,DELMAS Denis,,FRA,France,270,107,271,104,541,23,26,,,RM,R,M
110,111,SOLBACH Julien,,FRA,France,271,105,270,109,541,19,24,,,RM,R,M
111,112,SCHNEIDER Florent,,FRA,France,283,57,257,138,540,26,25,,,RM,R,M
112,113,VERGA Francesco,,ITA,Italy,265,123,274,94,539,19,31,,,RM,R,M
113,114,DELOISON Daniel,,FRA,France,265,122,273,99,538,19,23,,,RM,R,M
114,115,BANNA Brahim,,GER,Germany,265,119,272,102,537,20,27,,,RM,R,M
115,116,LAPORTE Vincent,,FRA,France,269,111,267,119,536,21,19,,,RM,R,M
116,117,DURAND Antoine,,FRA,France,270,106,266,122,536,20,23,,,RM,R,M
117,118,MACHER David,,AUT,Austria,268,114,268,118,536,19,21,,,RM,R,M
118,119,THANNER Felipe,,GER,Germany,269,112,266,122,535,15,30,,,RM,R,M
119,120,SCALELLA Lorenzo,,ITA,Italy,256,138,276,91,532,17,24,,,RM,R,M
120,121,REDZA Djordje,,SRB,Serbia,260,133,271,105,531,23,19,,,RM,R,M
121,122,DIANI Fabrizio,,ITA,Italy,266,118,265,125,531,16,24,,,RM,R,M
122,123,PICHONNAZ Eric,,SUI,Switzerland,268,113,262,130,530,18,22,,,RM,R,M
123,124,DE SAINT JORES Olivier,,FRA,France,261,132,268,116,529,18,20,,,RM,R,M
124,125,SEPTIER Romain,,FRA,France,262,129,265,124,527,16,21,,,RM,R,M
125,126,CUNNINGHAM Martin,,IRL,Ireland,272,102,254,141,526,18,27,,,RM,R,M
126,127,MOCINIC Dorjan,,CRO,Croatia,263,125,262,128,525,22,18,,,RM,R,M
127,128,LUZHNICA Atdhe,,KOS,Kosovo,263,127,262,129,525,17,25,,,RM,R,M
128,129,NOGUEIRA Pedro,,POR,Portugal,263,126,261,131,524,19,27,,,RM,R,M
129,130,RIDDELL Christopher,,IRL,Ireland,264,124,260,133,524,15,20,,,RM,R,M
130,131,LANGERS Mike,,LUX,Luxembourg,253,142,270,110,523,16,29,,,RM,R,M
131,132,DELABROSSE Sylvain,,FRA,France,255,141,268,117,523,15,27,,,RM,R,M
132,133,BRIOLLAIS Yohann,,FRA,France,265,121,255,140,520,15,28,,,RM,R,M
133,134,REIGO Uku Andreas,,EST,Estonia,260,134,260,132,520,15,20,,,RM,R,M
134,135,RAVID Adi,,ISR,Israel,261,130,258,137,519,17,18,,,RM,R,M
135,136,HAFSTEINSSON Ragnar Thor,,ISL,Iceland,253,143,265,125,518,14,20,,,RM,R,M
136,137,ALBERINI Emanuele,,ITA,Italy,257,136,260,134,517,17,22,,,RM,R,M
137,138,GADAUD Xavier,,FRA,France,255,140,256,139,511,17,19,,,RM,R,M
138,139,SCHMID Johann,,AUT,Austria,257,137,254,142,511,13,26,,,RM,R,M
139,140,HUBERT Nicolas,,FRA,France,247,145,263,127,510,16,20,,,RM,R,M
140,141,FEWZ Tom,,GBR,Great Britain,256,139,254,143,510,12,20,,,RM,R,M
141,142,DECIANTIS Fabio,,ITA,Italy,266,117,243,150,509,18,16,,,RM,R,M
142,143,THOMAS-PRAUSE Gareth,,GBR,Great Britain,244,151,260,134,504,12,21,,,RM,R,M
143,144,BOVISI Marco,,SUI,Switzerland,262,128,233,158,495,13,20,,,RM,R,M
144,145,DESHORME Michel,,BEL,Belgium,234,158,259,136,493,14,17,,,RM,R,M
145,146,DAY Leslie,,GBR,Great Britain,246,147,247,146,493,7,20,,,RM,R,M
146,147,CARBALLO FLORIZOONE Pedro Xavier,,ESP,Spain,245,149,247,145,492,10,22,,,RM,R,M
147,148,ASLLANI Hazir,,KOS,Kosovo,251,144,239,152,490,11,22,,,RM,R,M
148,149,MARENGO Gianmaria,,ITA,Italy,235,157,253,144,488,13,17,,,RM,R,M
149,150,GONZÁLEZ ESPINILLA Jorge,,ESP,Spain,244,150,244,148,488,12,19,,,RM,R,M
150,151,VANDERGUCHT Jonathan,,BEL,Belgium,241,154,245,147,486,10,23,,,RM,R,M
151,152,WALSH Mark,,IRL,Ireland,247,146,236,156,483,10,25,,,RM,R,M
152,153,FRONTIERE Dominique,,SUI,Switzerland,243,152,237,154,480,17,9,,,RM,R,M
153,154,CHERCHI Cristian,,ESP,Spain,242,153,236,157,478,10,17,,,RM,R,M
154,155,CIRIONI Simone,,ITA,Italy,240,155,237,155,477,10,19,,,RM,R,M
155,156,BANKS Adam,,IRL,Ireland,229,160,243,151,472,8,10,,,RM,R,M
156,157,AJETI Benjamin,,AUT,Austria,245,148,220,164,465,16,16,,,RM,R,M
157,158,BRESCH Jean Louis,,FRA,France,218,163,238,153,456,12,7,,,RM,R,M
158,159,SEIDEL Simon,,GER,Germany,221,162,232,159,453,9,10,,,RM,R,M
159,160,HADJI Hamza,,TUN,Tunisia,234,159,216,166,450,8,21,,,RM,R,M
160,161,CASTILLO PALOMINO Domingo,,ESP,Spain,215,165,231,160,446,6,17,,,RM,R,M
161,162,ALONSO ALVAREZ Joaquín Angel,,AND,Andorra,222,161,221,163,443,7,17,,,RM,R,M
162,163,DULEX Manuel,,SUI,Switzerland,211,167,231,161,442,2,20,,,RM,R,M
163,164,COUGHLAN Josh,,IRL,Ireland,195,174,243,149,438,10,16,,,RM,R,M
164,165,CHEHIRLIAN Charles,,FRA,France,237,156,198,172,435,7,10,,,RM,R,M
165,166,MENGIN Cyril,,NED,Netherlands,203,171,222,162,425,6,9,,,RM,R,M
166,167,GASPAR Manuel,,POR,Portugal,205,169,218,165,423,5,13,,,RM,R,M
167,168,PIGNOLY Jérôme,,FRA,France,212,166,208,170,420,6,14,,,RM,R,M
168,169,SIMOES Pedro,,POR,Portugal,197,173,214,168,411,6,15,,,RM,R,M
169,170,SAMPEDRO Lucien,,FRA,France,217,164,192,174,409,3,10,,,RM,R,M
170,171,MAHIEU Mickael,,BEL,Belgium,193,175,214,167,407,6,14,,,RM,R,M
171,172,GARDEUR Robin,,FRA,France,192,176,214,169,406,5,11,,,RM,R,M
172,173,ALMEIDA Paulo,,POR,Portugal,206,168,195,173,401,4,10,,,RM,R,M
173,174,SALES Fernando,,POR,Portugal,192,177,198,171,390,4,10,,,RM,R,M
174,175,CHEVALIER Nicolas,,FRA,France,258,135,127,180,385,11,18,,,RM,R,M
175,176,BENRAHMOUNE Mohamed,,MAR,Morocco,179,178,190,175,369,3,13,,,RM,R,M
176,177,LUO Zhilong,,CHN,PR China,200,172,160,176,360,5,9,,,RM,R,M
177,178,COLLARD Laurent,,FRA,France,204,170,150,177,354,2,17,,,RM,R,M
178,179,YANG Ziying,,CHN,PR China,155,179,136,179,291,2,3,,,RM,R,M
179,180,AN Liang,,CHN,PR China,128,180,141,178,269,3,3,,,RM,R,M
180,181,JIN Xin,,CHN,PR China,70,181,110,181,180,2,1,,,RM,R,M
181,1,SIM Yeji,,KOR,Korea,298,1,295,1,593,53,7,,,RW,R,W
182,2,UNRUH Lisa,,GER,Germany,297,2,295,1,592,52,8,,,RW,R,W
183,3,KIM SuRin,,KOR,Korea,293,3,293,3,586,24,5,,,RW,R,W
184,4,JIN Yun,,KOR,Korea,289,8,291,4,580,42,16,,,RW,R,W
185,5,ADICEOM Audrey,,FRA,France,290,6,289,7,579,43,14,,,RW,R,W
186,6,BROWN Mackenzie,,USA,USA,289,8,290,5,579,40,19,,,RW,R,W
187,7,ROMAN Aida,,MEX,Mexico,288,12,290,5,578,40,18,,,RW,R,W
188,8,VILLARD Laurena,,FRA,France,290,6,286,11,576,37,22,,,RW,R,W
189,9,PITMAN Bryony,,GBR,Great Britain,290,5,284,14,574,38,18,,,RW,R,W
190,10,BETTLES Sarah,,GBR,Great Britain,288,13,285,13,573,35,23,,,RW,R,W
191,11,REBAGLIATI Chiara,,ITA,Italy,292,4,280,20,572,36,22,,,RW,R,W
192,12,BAYARDO Gabriela,,NED,Netherlands,289,11,283,17,572,35,22,,,RW,R,W
193,13,KIM Eun Jung,,KOR,Korea,286,15,286,10,572,35,22,,,RW,R,W
194,14,GAUBIL Melanie,,FRA,France,289,8,283,18,572,35,22,,,RW,R,W
195,15,MANDIA Claudia,,ITA,Italy,286,15,285,12,571,37,18,,,RW,R,W
196,16,BRIANNE Noemie,,FRA,France,284,19,287,9,571,34,23,,,RW,R,W
197,17,DEDEN Esther,,NED,Netherlands,282,21,288,8,570,33,24,,,RW,R,W
198,18,VISSER Sietske,,NED,Netherlands,285,18,284,14,569,32,25,,,RW,R,W
199,19,CREMMYDAS Aurore,,FRA,France,286,15,282,19,568,33,23,,,RW,R,W
200,20,TELLIER Clémence,,FRA,France,282,20,280,22,562,28,26,,,RW,R,W
201,21,PARNAT Reena,,EST,Estonia,281,22,280,23,561,28,27,,,RW,R,W
202,22,TUKIAINEN Iida,,FIN,Finland,286,14,270,37,556,28,22,,,RW,R,W
203,23,RIESS Nina,,AUT,Austria,278,27,278,24,556,27,24,,,RW,R,W
204,24,CHARTRIN Pauline,,FRA,France,272,32,283,16,555,31,21,,,RW,R,W
205,25,FRANGILLI Carla,,ITA,Italy,280,24,275,27,555,26,26,,,RW,R,W
206,26,CARRIER Isabelle,,FRA,France,281,22,271,32,552,27,22,,,RW,R,W
207,27,COMMUNAUDAT Amélie,,FRA,France,270,36,280,21,550,21,30,,,RW,R,W
208,28,DEINEKO Iliana,,SUI,Switzerland,276,28,271,32,547,23,24,,,RW,R,W
209,29,BALDAUFF Laurence,,AUT,Austria,270,34,277,25,547,23,22,,,RW,R,W
210,30,RIBEIRO Maria-Joao,,POR,Portugal,269,37,275,26,544,26,20,,,RW,R,W
211,31,TIPPING Rebekah,,GBR,Great Britain,273,31,270,36,543,21,23,,,RW,R,W
212,32,BOTTINELLI Gajane,,FIN,Finland,268,38,273,29,541,17,28,,,RW,R,W
213,33,SAGOO Jaspreet Kaur Jessica,,GBR,Great Britain,279,25,261,50,540,26,17,,,RW,R,W
214,34,VAYSSIE Isabelle,,FRA,France,275,29,265,45,540,21,27,,,RW,R,W
215,35,ALART Margaux,,FRA,France,271,33,269,38,540,19,25,,,RW,R,W
216,36,MOLONEY Sarah,,IRL,Ireland,270,35,269,39,539,16,30,,,RW,R,W
217,37,BERLIOZ Laetitia,,FRA,France,265,44,273,28,538,29,16,,,RW,R,W
218,38,PENA PARDO Noelia,,ESP,Spain,266,41,270,35,536,21,20,,,RW,R,W
219,39,LASSILA Ida-Lotta,,FIN,Finland,279,26,257,58,536,17,26,,,RW,R,W
220,40,MAUSSIERE Florence,,FRA,France,273,30,262,48,535,23,21,,,RW,R,W
221,41,ROGAZY Berangere,,FRA,France,264,47,271,32,535,18,23,,,RW,R,W
222,42,LANGERS Brigitte,,LUX,Luxembourg,264,46,268,40,532,18,28,,,RW,R,W
223,43,BEAURIN Helene,,FRA,France,265,45,267,42,532,18,22,,,RW,R,W
224,44,MOREL Aurelie,,FRA,France,259,49,272,30,531,18,23,,,RW,R,W
225,45,MOONEY Roisin,,IRL,Ireland,267,39,259,51,526,20,21,,,RW,R,W
226,46,NEUMANN Elena,,GER,Germany,266,43,258,54,524,13,24,,,RW,R,W
227,47,GHIYASI Mahsa,,IRI,IR Iran,259,51,263,47,522,12,30,,,RW,R,W
228,48,VARLET Sandrine,,FRA,France,257,53,264,46,521,8,34,,,RW,R,W
229,49,JORDAN Alice-Rose,,IRL,Ireland,254,55,266,43,520,18,19,,,RW,R,W
230,50,DAVIS Emma,,GBR,Great Britain,262,48,258,53,520,16,19,,,RW,R,W
231,51,D'ADAMO Claudia,,FRA,France,266,41,251,66,517,15,19,,,RW,R,W
232,52,FEDRIZZI Francesca,,ITA,Italy,258,52,256,59,514,15,18,,,RW,R,W
233,53,MONZANI Stefania,,ITA,Italy,255,54,257,57,512,15,22,,,RW,R,W
234,54,DUNNE Ciara,,IRL,Ireland,259,50,253,63,512,13,21,,,RW,R,W
235,55,ALEXANDRU Aida,,IRL,Ireland,249,58,262,49,511,6,9,,,RW,R,W
236,56,RAASTAD DAVIES Kristin,,NED,Netherlands,238,64,272,30,510,20,21,,,RW,R,W
237,57,CHEVRET Severine,,FRA,France,252,56,255,60,507,15,18,,,RW,R,W
238,58,MEERING Sophie,,GBR,Great Britain,248,60,259,52,507,12,22,,,RW,R,W
239,59,KYCIA Cyrielle,,FRA,France,248,59,258,55,506,15,23,,,RW,R,W
240,60,WEISS Sandrine,,FRA,France,267,40,238,71,505,13,25,,,RW,R,W
241,61,FARRÉ PINILLA Maria Pilar,,ESP,Spain,238,65,265,44,503,16,26,,,RW,R,W
242,62,TAYLOR Phillipa,,GBR,Great Britain,233,67,268,41,501,10,27,,,RW,R,W
243,63,SCHWAGER Francoise,,SUI,Switzerland,249,57,250,67,499,14,22,,,RW,R,W
244,64,WIRTH Véronique,,SUI,Switzerland,245,62,251,65,496,15,16,,,RW,R,W
245,65,GRANATA Giuliana,,ITA,Italy,235,66,253,62,488,14,13,,,RW,R,W
246,66,BROUSSE Aurélie,,FRA,France,247,61,239,69,486,13,13,,,RW,R,W
247,67,ASHOK KUMAR Kamana,,IND,India,243,63,239,70,482,13,17,,,RW,R,W
248,68,PIEYNS Claire,,BEL,Belgium,222,69,257,56,479,14,19,,,RW,R,W
249,69,LAMAS CABALLERO Alexandra,,ESP,Spain,222,70,253,61,475,12,14,,,RW,R,W
250,70,CAMPANA Séverine,,SUI,Switzerland,225,68,246,68,471,9,19,,,RW,R,W
251,71,GANESAN Nivetha,,IND,India,204,73,252,64,456,9,19,,,RW,R,W
252,72,BARBA SEGURA Lourdes,,ESP,Spain,217,71,233,72,450,2,21,,,RW,R,W
253,73,GOZZELINO Silvia Rita,,ITA,Italy,208,72,224,73,432,5,18,,,RW,R,W
254,74,ZENULLAHU Ardita,,KOS,Kosovo,201,75,203,74,404,9,10,,,RW,R,W
255,75,SELVAM. P Uma Maheshwari. S,,IND,India,199,76,192,76,391,6,7,,,RW,R,W
256,76,OUDOT Aurore,,FRA,France,188,78,199,75,387,5,18,,,RW,R,W
257,77,GANGARAM Deheswari,,IND,India,203,74,157,78,360,4,10,,,RW,R,W
258,78,VAINE Audrey,,FRA,France,192,77,162,77,354,7,7,,,RW,R,W
259,79,LI Yuqin,,CHN,PR China,146,79,156,79,302,6,2,,,RW,R,W
260,80,HEANEY Catherine,,IRL,Ireland,126,80,127,80,253,2,6,,,RW,R,W
261,1,SCHLOESSER Mike,,NED,Netherlands,299,1,299,1,598,58,2,,,CM,C,M
262,2,GELLENTHIEN Braden,,USA,USA,298,5,297,8,595,55,5,,,CM,C,M
263,3,PERKINS Christopher,,CAN,Canada,297,7,298,3,595,55,5,,,CM,C,M
264,4,VINCENT Shawnn,,USA,USA,297,7,298,3,595,55,5,,,CM,C,M
265,5,PAGNONI Federico,,ITA,Italy,299,1,295,25,594,54,6,,,CM,C,M
266,6,ANDERSON Steve,,USA,USA,299,1,295,25,594,54,6,,,CM,C,M
267,7,HANSEN Stephan,,DEN,Denmark,295,22,299,1,594,54,6,,,CM,C,M
268,8,BROADWATER Jesse,,USA,USA,296,16,297,8,593,53,7,,,CM,C,M
269,9,COUSINS Dave,,USA,USA,297,7,296,14,593,53,7,,,CM,C,M
270,10,SCHAFF Kristofer,,USA,USA,297,7,296,14,593,53,7,,,CM,C,M
271,11,DEATON Bridger,,USA,USA,296,16,297,8,593,53,7,,,CM,C,M
272,12,DELLA STUA Valerio,,ITA,Italy,297,7,296,14,593,53,7,,,CM,C,M
273,13,WILDE Reo,,USA,USA,295,22,298,3,593,53,7,,,CM,C,M
274,14,SIMONELLI Alberto,,ITA,Italy,298,5,295,25,593,53,7,,,CM,C,M
275,15,BORGSTROM Hampus,,SWE,Sweden,297,7,295,25,592,52,8,,,CM,C,M
276,16,BUDEN Domagoj,,CRO,Croatia,295,22,297,8,592,52,8,,,CM,C,M
277,17,JUUTILAINEN Mikko,,FIN,Finland,297,7,295,25,592,52,8,,,CM,C,M
278,18,DELOCHE Pierre-Julien,,FRA,France,295,22,297,8,592,52,8,,,CM,C,M
279,19,MIOR Viviano,,ITA,Italy,294,35,298,3,592,52,8,,,CM,C,M
280,20,LOPEZ Ramon,,ESP,Spain,296,16,296,14,592,52,8,,,CM,C,M
281,21,TEDFORD Paul,,USA,USA,294,35,298,3,592,52,8,,,CM,C,M
282,22,MORGAN Tate,,USA,USA,299,1,293,51,592,52,8,,,CM,C,M
283,23,BOULCH Jean Philippe,,FRA,France,295,22,296,14,591,51,9,,,CM,C,M
284,24,PEINEAU Sebastien,,FRA,France,294,35,297,8,591,51,9,,,CM,C,M
285,25,VAVRO Mario,,CRO,Croatia,295,22,296,14,591,51,9,,,CM,C,M
286,26,CLAYTON Jesse,,USA,USA,297,7,294,35,591,51,9,,,CM,C,M
287,27,ELMAAGACLI Demir,,TUR,Turkey,296,16,295,25,591,51,9,,,CM,C,M
288,28,PAGNI Sergio,,ITA,Italy,296,16,295,25,591,51,9,,,CM,C,M
289,29,VAN DE VEN Pim,,NED,Netherlands,295,22,296,14,591,51,9,,,CM,C,M
290,30,WIENER Nico,,AUT,Austria,295,22,295,25,590,50,10,,,CM,C,M
291,31,MARKES Ivan,,CRO,Croatia,294,35,296,14,590,50,10,,,CM,C,M
292,32,ELZINGA Peter,,NED,Netherlands,295,22,294,35,589,49,11,SO,T.9*,CM,C,M
