,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
88,89,RATHGEB Benjamin,,SUI,Switzerland,269,101,276,82,545,24,25,,,RM,R,M
89,90,NOGUEIRA Pedro,,POR,Portugal,275,81,270,101,545,20,28,,,RM,R,M
90,91,BEN BRAHIM Saber,,TUN,Tunisia,279,62,266,112,545,14,13,,,RM,R,M
91,92,QADIR Adeel,,GBR,Great Britain,271,96,273,91,544,21,29,,,RM,R,M
92,93,DUFOUR Sébastien,,FRA,France,267,106,277,75,544,20,29,,,RM,R,M
93,94,BOSSARD Florian,,FRA,France,263,109,280,68,543,26,22,,,RM,R,M
94,95,DELMAS Denis,,FRA,France,263,110,280,67,543,24,23,,,RM,R,M
95,96,AUBORT Rémy,,SUI,Switzerland,274,83,269,105,543,22,24,,,RM,R,M
96,97,KOSEC Mihael,,SLO,Slovenia,274,86,269,104,543,21,25,,,RM,R,M
97,98,GAZTELUA Javier,,ESP,Spain,271,97,271,99,542,20,23,,,RM,R,M
98,99,MARESCA Alfredo,,ITA,Italy,269,103,272,96,541,19,24,,,RM,R,M
99,100,LEMAIRE Gerald,,FRA,France,281,60,260,125,541,0,0,,,RM,R,M
100,101,CORREIA DOS SANTOS Pedro,,POR,Portugal,268,104,272,92,540,22,22,,,RM,R,M
101,102,HERMENT Mickael,,FRA,France,272,93,268,106,540,22,21,,,RM,R,M
102,103,DENTON Douglas,,USA,USA,264,108,275,84,539,26,17,,,RM,R,M
103,104,VIALETAY Philippe,,FRA,France,267,107,272,97,539,15,29,,,RM,R,M
104,105,THOMSON Steve,,GBR,Great Britain,274,89,264,117,538,16,27,,,RM,R,M
105,106,VILFEU Emmanuel,,FRA,France,269,102,268,107,537,20,23,,,RM,R,M
106,107,MARENGO Gianmaria,,ITA,Italy,271,98,265,114,536,14,33,,,RM,R,M
107,108,BUREAU Pierre,,FRA,France,268,105,265,113,533,21,25,,,RM,R,M
108,109,BANKS Adam,,IRL,Ireland,272,94,260,122,532,22,22,,,RM,R,M
109,110,GOMEZ GUTIERREZ Jose,,ESP,Spain,260,119,270,102,530,17,25,,,RM,R,M
110,111,YOURELL Jason,,IRL,Ireland,263,113,267,108,530,16,26,,,RM,R,M
111,112,DIANI Fabrizio,,ITA,Italy,262,115,267,109,529,16,22,,,RM,R,M
112,113,SANZ Alfonso,,ESP,Spain,263,111,266,111,529,15,27,,,RM,R,M
113,114,COLLARD Renaud,,FRA,France,272,92,255,135,527,20,22,,,RM,R,M
114,115,THOMAS Odon,,GER,Germany,255,127,272,93,527,16,27,,,RM,R,M
115,116,BANNA Brahim,,GER,Germany,261,117,264,116,525,13,28,,,RM,R,M
116,117,HERNANDEZ Gaël,,FRA,France,252,132,272,98,524,0,0,,,RM,R,M
117,118,PIGNOLY Franck,,FRA,France,263,114,259,126,522,15,26,,,RM,R,M
118,119,GARAVALDI Avio,,SUI,Switzerland,261,118,261,121,522,0,0,,,RM,R,M
119,120,CABREIRA Armando,,FRA,France,251,133,270,100,521,16,23,,,RM,R,M
120,121,REID Chris,,GBR,Great Britain,263,112,256,132,519,16,20,,,RM,R,M
121,122,DESBIEYS Christophe,,FRA,France,257,123,260,123,517,14,22,,,RM,R,M
122,123,SANCHEZ MUÑOZ Pedro,,ESP,Spain,257,121,258,128,515,12,22,,,RM,R,M
123,124,SZE Tony,,GBR,Great Britain,254,128,260,124,514,16,23,,,RM,R,M
124,125,PIRON Benjamin,,FRA,France,250,135,263,118,513,15,28,,,RM,R,M
125,126,DANIEL Alain,,SUI,Switzerland,258,120,255,136,513,13,24,,,RM,R,M
126,127,SINARDET Julien,,FRA,France,257,121,256,133,513,13,20,,,RM,R,M
127,128,LETY Baptiste,,SUI,Switzerland,255,126,258,129,513,12,23,,,RM,R,M
128,129,CABOT Antoine,,FRA,France,255,125,257,130,512,21,18,,,RM,R,M
129,130,ALSABIE Osamah,,KSA,Saudi Arabia,253,131,258,127,511,11,21,,,RM,R,M
130,131,RUOZI Uber,,ITA,Italy,256,124,254,137,510,14,22,,,RM,R,M
131,132,MARIE Thibault,,FRA,France,248,138,261,120,509,24,14,,,RM,R,M
132,133,CORDEAU Richard,,FRA,France,246,139,263,118,509,22,19,,,RM,R,M
133,134,MARTINET Steven,,FRA,France,235,147,267,109,502,14,20,,,RM,R,M
134,135,WANG Hongsheng,,CHN,PR China,254,129,242,142,496,14,19,,,RM,R,M
135,136,CAMESI Romano,,SUI,Switzerland,251,134,245,140,496,7,19,,,RM,R,M
136,137,POP Razvan,,LUX,Luxembourg,261,116,233,152,494,13,17,,,RM,R,M
137,138,TSCHERNITSCH Engelbert,,GER,Germany,237,145,255,134,492,15,22,,,RM,R,M
138,139,AMAT REMIREZ Eugenio,,ESP,Spain,249,137,242,143,491,7,8,,,RM,R,M
139,140,MORFAUX Christian,,FRA,France,246,140,240,147,486,7,19,,,RM,R,M
140,141,BRZAKOVIC Dragan,,SRB,Serbia,228,149,257,131,485,11,23,,,RM,R,M
141,142,TEISSIER Philippe,,FRA,France,249,136,234,151,483,11,21,,,RM,R,M
142,143,SEJOURNE Denis,,FRA,France,242,142,240,146,482,16,22,,,RM,R,M
143,144,DIELEN Tom,,SUI,Switzerland,254,130,228,154,482,9,17,,,RM,R,M
144,145,FRASSONI Andrea,,ITA,Italy,240,144,238,149,478,12,16,,,RM,R,M
145,146,DOMITILE Mael,,FRA,France,236,146,241,144,477,13,22,,,RM,R,M
146,147,APPIETTO Christian,,FRA,France,226,150,245,141,471,8,19,,,RM,R,M
147,148,BOVISI Marco,,SUI,Switzerland,218,156,252,138,470,6,23,,,RM,R,M
148,149,BOUTET Alain,,FRA,France,225,151,241,145,466,12,15,,,RM,R,M
149,150,FRONTIERE Dominique,,SUI,Switzerland,200,163,264,115,464,14,16,,,RM,R,M
150,151,FRANK Grimm,,GER,Germany,215,157,249,139,464,13,20,,,RM,R,M
151,152,SERPI Luigi,,FRA,France,243,141,220,156,463,7,16,,,RM,R,M
152,153,CHOLLEY Andre,,FRA,France,241,143,220,155,461,11,19,,,RM,R,M
153,154,GONZÁLEZ ESPINILLA Jorge,,ESP,Spain,220,154,238,148,458,12,16,,,RM,R,M
154,155,BRESCH Jean Louis,,FRA,France,214,158,237,150,451,6,15,,,RM,R,M
155,156,CASTILLO PALOMINO Domingo,,ESP,Spain,230,148,203,161,433,5,17,,,RM,R,M
156,157,LEON Jean-paul,,FRA,France,203,162,229,153,432,4,11,,,RM,R,M
157,158,DE GIUSEPPE Timmy,,SUI,Switzerland,225,152,204,160,429,4,13,,,RM,R,M
158,159,MARTI Andy,,SUI,Switzerland,221,153,205,158,426,7,14,,,RM,R,M
159,160,PIGNOLY Jérôme,,FRA,France,218,155,200,164,418,9,14,,,RM,R,M
160,161,KANNAN Sathish Kumar,,GBR,Great Britain,206,161,206,157,412,4,10,,,RM,R,M
161,162,DESHORME Michel,,BEL,Belgium,206,160,201,163,407,3,11,,,RM,R,M
162,163,BATTAGLIA Giuliano,,ITA,Italy,199,164,205,159,404,5,7,,,RM,R,M
163,164,CHALDEBAS Ronan,,FRA,France,209,159,184,165,393,3,14,,,RM,R,M
164,165,NICOLINI Hervé,,FRA,France,162,168,201,162,363,9,13,,,RM,R,M
165,166,BEATO Rui Pedro,,POR,Portugal,184,165,167,168,351,6,5,,,RM,R,M
166,167,HURSTEL Guillaume,,FRA,France,179,166,171,167,350,4,12,,,RM,R,M
167,168,SILVA PINTO Rui Manuel,,POR,Portugal,158,169,178,166,336,4,9,,,RM,R,M
168,169,RICQ Serge,,FRA,France,129,170,117,169,246,3,2,,,RM,R,M
169,170,CAILLET Philippe,,FRA,France,178,167,0,0,178,3,2,,,RM,R,M
170,1,PARK Sehui,,KOR,Korea,297,1,294,3,591,51,9,,,RW,R,W
171,2,SIM Yeji,,KOR,Korea,293,4,296,1,589,26,4,,,RW,R,W
172,3,CHANG Hye Jin,,KOR,Korea,295,2,291,8,586,25,0,,,RW,R,W
173,4,JIN Yun,,KOR,Korea,294,3,292,6,586,22,8,,,RW,R,W
174,5,ADICEOM Audrey,,FRA,France,292,5,293,4,585,46,13,,,RW,R,W
175,6,ROMAN Aida,,MEX,Mexico,291,8,291,7,582,43,16,,,RW,R,W
176,7,KIM Minjung,,KOR,Korea,292,5,289,9,581,44,13,,,RW,R,W
177,8,KIM Eun Jung,,KOR,Korea,283,18,296,1,579,43,15,,,RW,R,W
178,9,KIM Hyejin,,KOR,Korea,291,9,288,13,579,22,0,,,RW,R,W
179,10,JU Hyebhin,,KOR,Korea,289,10,289,10,578,40,18,,,RW,R,W
180,11,BILTRIKOVA Tatiana,,RUS,Russia,284,17,292,5,576,39,18,,,RW,R,W
181,12,LORIG Khatuna,,USA,USA,292,7,283,19,575,37,22,,,RW,R,W
182,13,PITMAN Bryony,,GBR,Great Britain,285,15,289,10,574,37,20,,,RW,R,W
183,14,MANDIA Claudia,,ITA,Italy,286,14,287,14,573,39,17,,,RW,R,W
184,15,DEGN Randi,,DEN,Denmark,287,12,286,15,573,36,21,,,RW,R,W
185,16,FOLKARD Naomi,,GBR,Great Britain,288,11,284,16,572,34,24,,,RW,R,W
186,17,PARNAT Reena,,EST,Estonia,282,21,288,12,570,35,21,,,RW,R,W
187,18,ALARCON TORRES Miriam,,ESP,Spain,286,13,283,17,569,36,20,,,RW,R,W
188,19,BAYARDO Gabriela,,MEX,Mexico,283,20,283,18,566,33,20,,,RW,R,W
189,20,BERLIOZ Laetitia,,FRA,France,279,26,282,21,561,26,29,,,RW,R,W
190,21,UMER Ana,,SLO,Slovenia,282,22,279,29,561,26,29,,,RW,R,W
191,22,MAUSSIERE Florence,,FRA,France,279,25,281,24,560,29,23,,,RW,R,W
192,23,LECOINTRE Laurie,,FRA,France,278,27,282,23,560,27,27,,,RW,R,W
193,24,LIONETTI Pia,,ITA,Italy,279,24,279,28,558,32,18,,,RW,R,W
194,25,RUGGIERI Laura,,FRA,France,276,32,282,22,558,27,24,,,RW,R,W
195,26,BETTLES Sarah,,GBR,Great Britain,275,34,283,20,558,26,28,,,RW,R,W
196,27,DIELEN Nathalie,,SUI,Switzerland,277,29,280,26,557,27,24,,,RW,R,W
197,28,CREMMYDAS Aurore,,FRA,France,285,15,269,38,554,30,23,,,RW,R,W
198,29,DUBORPER Marina,,FRA,France,272,38,281,25,553,25,26,,,RW,R,W
199,30,FRANGILLI Carla,,ITA,Italy,275,35,277,32,552,20,33,,,RW,R,W
200,31,DEINEKO Iliana,,SUI,Switzerland,278,28,273,37,551,26,27,,,RW,R,W
201,32,DE GIULI Valentine,,SUI,Switzerland,273,37,278,30,551,21,30,,,RW,R,W
202,33,STEVENSON Kathleen Roberts,,USA,USA,276,31,274,36,550,25,24,,,RW,R,W
203,34,ESCOFFIER Christine,,FRA,France,273,36,276,34,549,24,23,,,RW,R,W
204,35,SCIPIONI Lorena,,ITA,Italy,280,23,268,42,548,24,23,,,RW,R,W
205,36,CAZÉ Amélie,,FRA,France,269,40,277,31,546,25,20,,,RW,R,W
206,37,DE GRANDIS Melina,,FRA,France,277,30,268,41,545,21,27,,,RW,R,W
207,38,BROUSSE Aurélie,,FRA,France,275,33,269,39,544,22,26,,,RW,R,W
208,39,DEDEN Esther,,NED,Netherlands,264,45,280,27,544,21,27,,,RW,R,W
209,40,GANKINA Polina,,POR,Portugal,267,42,276,35,543,18,29,,,RW,R,W
210,41,THOMAS Solenne,,FRA,France,283,18,259,52,542,29,17,,,RW,R,W
211,42,FIALON Sandrine,,FRA,France,266,43,276,33,542,21,26,,,RW,R,W
212,43,VARLET Sandrine,,FRA,France,265,44,267,43,532,20,28,,,RW,R,W
213,44,GENTILE Lisa,,FRA,France,270,39,262,47,532,17,28,,,RW,R,W
214,45,WILLIAMS Michelle,,IRL,Ireland,262,46,263,46,525,15,24,,,RW,R,W
215,46,BENNETT SHELTON Laura,,USA,USA,250,54,268,40,518,19,17,,,RW,R,W
216,47,KLOEPPER Anastasia,,FRA,France,256,50,261,49,517,18,20,,,RW,R,W
217,48,KLARER Tanja,,SUI,Switzerland,261,47,255,53,516,17,20,,,RW,R,W
218,49,FOURMONT Magali,,FRA,France,256,51,260,51,516,13,24,,,RW,R,W
219,50,FOLEY Rachael,,IRL,Ireland,248,56,266,44,514,6,0,,,RW,R,W
220,51,KASAK Bessi,,EST,Estonia,268,41,244,59,512,17,28,,,RW,R,W
221,52,MAIRE Anne-Catherine,,FRA,France,248,55,263,45,511,20,15,,,RW,R,W
222,53,REDENTI Cristina,,ITA,Italy,248,57,262,48,510,11,24,,,RW,R,W
223,54,ABBOUDA Khadija,,FRA,France,258,49,251,56,509,12,27,,,RW,R,W
224,55,HERMENT Gaelle,,FRA,France,247,59,260,50,507,13,23,,,RW,R,W
225,56,SCHWAGER Francoise,,SUI,Switzerland,254,52,252,54,506,12,20,,,RW,R,W
226,57,MOLONEY Sarah,,IRL,Ireland,259,48,244,60,503,13,22,,,RW,R,W
227,58,ALEXANDRU Aida,,IRL,Ireland,248,58,242,61,490,6,17,,,RW,R,W
228,59,KNÖRR Iruri,,ESP,Spain,238,63,251,55,489,12,15,,,RW,R,W
229,60,WIRTH Véronique,,SUI,Switzerland,242,61,247,58,489,9,17,,,RW,R,W
230,61,SANCHEZ Teresa,,ESP,Spain,240,62,247,57,487,15,16,,,RW,R,W
231,62,SPERA Loredana,,ITA,Italy,250,53,230,63,480,7,15,,,RW,R,W
232,63,FORD-FAHERTY Eileen,,USA,USA,237,64,240,62,477,11,16,,,RW,R,W
233,64,FAYET Marie-Noëlle,,FRA,France,244,60,229,64,473,10,14,,,RW,R,W
234,65,JOERIN Florence,,SUI,Switzerland,232,65,216,68,448,8,15,,,RW,R,W
235,66,CHOLLEY Annie,,FRA,France,218,66,226,65,444,12,11,,,RW,R,W
236,67,ALLIERI Francesca,,ITA,Italy,206,67,200,69,406,6,10,,,RW,R,W
237,68,PALACIOS Nieves,,ESP,Spain,174,70,222,66,396,4,9,,,RW,R,W
238,69,HEINZE Claudia,,IRL,Ireland,170,71,217,67,387,6,8,,,RW,R,W
239,70,FOURNIER Lydia,,FRA,France,175,69,189,70,364,4,7,,,RW,R,W
240,71,GOZZELINO Silvia Rita,,ITA,Italy,162,72,183,71,345,4,8,,,RW,R,W
241,72,BAREA UNZUETA Miren Koro,,ESP,Spain,181,68,158,73,339,1,0,,,RW,R,W
242,73,PINTO Anabela,,POR,Portugal,151,73,165,72,316,3,2,,,RW,R,W
243,74,GENERO Annamaria,,ITA,Italy,143,74,110,74,253,5,4,,,RW,R,W
244,1,SCHLOESSER Mike,,NED,Netherlands,298,4,300,1,598,58,2,,,CM,C,M
245,2,HANSEN Stephan,,DEN,Denmark,299,1,299,2,598,58,2,,,CM,C,M
246,3,ANDERSON Steve,,USA,USA,298,4,299,2,597,57,3,,,CM,C,M
247,4,VAN DE VEN Pim,,NED,Netherlands,299,1,297,17,596,56,4,,,CM,C,M
248,5,BUDEN Domagoj,,CRO,Croatia,297,7,298,5,595,55,5,,,CM,C,M
249,6,HOUSER David,,USA,USA,297,7,298,5,595,55,5,,,CM,C,M
250,7,PAGNI Sergio,,ITA,Italy,297,7,298,5,595,55,5,,,CM,C,M
251,8,BOULCH Jean Philippe,,FRA,France,297,7,298,5,595,55,5,,,CM,C,M
252,9,BOVINI Mauro,,ITA,Italy,296,24,299,4,595,0,0,,,CM,C,M
253,10,BROADWATER Jesse,,USA,USA,296,14,298,5,594,54,6,,,CM,C,M
254,11,SCHAFF Kristofer,,USA,USA,296,14,298,5,594,54,6,,,CM,C,M
255,12,SITAR Dejan,,SLO,Slovenia,296,14,298,5,594,54,6,,,CM,C,M
256,13,JUUTILAINEN Mikko,,FIN,Finland,298,4,296,19,594,54,6,,,CM,C,M
257,14,COUSINS Dave,,USA,USA,296,14,298,5,594,54,6,,,CM,C,M
258,15,BEAUBOUEF Chance,,USA,USA,299,1,294,37,593,53,7,,,CM,C,M
259,16,BRASSEUR Sebastien,,FRA,France,295,25,298,5,593,53,7,,,CM,C,M
260,17,TEDFORD Paul,,USA,USA,295,25,298,5,593,53,7,,,CM,C,M
261,18,DAMSBO Martin,,DEN,Denmark,296,14,296,19,592,52,8,,,CM,C,M
262,19,VINCENT Shawnn,,USA,USA,296,14,296,19,592,52,8,,,CM,C,M
263,20,RAVENSCROFT Adam,,GBR,Great Britain,294,38,298,5,592,52,8,,,CM,C,M
264,21,OROSZ Viktor,,HUN,Hungary,297,7,294,37,591,51,9,,,CM,C,M
265,22,MORGAN Tate,,USA,USA,295,25,296,19,591,51,9,,,CM,C,M
266,23,DELOBELLE Fabien,,FRA,France,295,25,296,19,591,51,9,,,CM,C,M
267,24,WIFLER Alex,,USA,USA,295,25,296,26,591,0,0,,,CM,C,M
268,25,ELZINGA Peter,,NED,Netherlands,292,61,298,5,590,50,10,,,CM,C,M
269,26,DEATON Bridger,,USA,USA,296,14,294,37,590,50,10,,,CM,C,M
270,27,NENCIONI Michele,,ITA,Italy,295,25,295,27,590,50,10,,,CM,C,M
271,28,SEIMANDI Giuseppe,,ITA,Italy,296,14,294,37,590,50,10,,,CM,C,M
272,29,WILDE Reo,,USA,USA,297,7,293,55,590,50,10,,,CM,C,M
273,30,VERDEYEN Luc,,BEL,Belgium,294,38,296,19,590,50,10,,,CM,C,M
274,31,DORGET Jean Philippe,,FRA,France,296,14,293,55,589,49,11,SO,T.10*,CM,C,M
275,32,LAUBE Marcus,,GER,Germany,295,25,294,37,589,49,11,SO,T.10*,CM,C,M
276,33,BLAZQUEZ Alberto,,ESP,Spain,294,38,295,27,589,49,11,SO,T.10,CM,C,M
277,33,CHECKEROSKI Timothy,,USA,USA,296,14,293,55,589,49,11,SO,T.10,CM,C,M
278,33,GILLINGHAM Timothy,,USA,USA,294,38,295,27,589,49,11,SO,T.10,CM,C,M
279,33,THACKER Donnie,,USA,USA,294,38,295,27,589,49,11,SO,T.10,CM,C,M
280,33,WILDE Logan,,USA,USA,295,25,294,37,589,49,11,SO,T.10,CM,C,M
281,33,WILKEY Kevin,,USA,USA,295,25,294,37,589,49,11,SO,T.10,CM,C,M
282,39,CANALEJAS Victor,,ESP,Spain,294,38,294,37,588,48,12,,,CM,C,M
283,39,GELLENTHIEN Braden,,USA,USA,293,51,295,27,588,48,12,,,CM,C,M
284,39,MEDEIROS Rafael,,FRA,France,294,38,294,37,588,48,12,,,CM,C,M
285,39,PAGNONI Federico,,ITA,Italy,293,51,295,27,588,48,12,,,CM,C,M
286,39,VAVRO Mario,,CRO,Croatia,291,73,297,17,588,48,12,,,CM,C,M
287,44,CLAYTON Jesse,,USA,USA,295,25,292,67,587,47,13,,,CM,C,M
288,44,GENET Dominique,,FRA,France,295,25,292,67,587,47,13,,,CM,C,M
289,44,POMPEO Antonio,,ITA,Italy,297,7,290,97,587,47,13,,,CM,C,M
290,44,SULLIVAN Matt,,USA,USA,294,38,293,55,587,47,13,,,CM,C,M
291,44,VAN EIL Thomas,,NED,Netherlands,294,38,293,55,587,47,13,,,CM,C,M
292,49,CARMINIO Antonio,,ITA,Italy,293,51,293,54,586,47,12,,,CM,C,M
293,50,ASBACH Jens,,GER,Germany,294,38,292,67,586,46,14,,,CM,C,M
294,50,DELOCHE Pierre-Julien,,FRA,France,291,73,295,27,586,46,14,,,CM,C,M
295,50,GOMEZ Thomas,,USA,USA,294,38,292,67,586,46,14,,,CM,C,M
