,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
22,23,HERLICQ Sam,,FRA,France,289,30,292,16,581,41,19,,,RM,R,M
23,24,HARDING Keith,,GBR,Great Britain,291,19,289,31,580,42,16,,,RM,R,M
24,25,DELILLE Ferdinand,,FRA,France,288,32,292,14,580,42,16,,,RM,R,M
25,26,SOULE Quentin,,FRA,France,285,46,294,7,579,43,14,,,RM,R,M
26,27,BELLI Yuri,,ITA,Italy,288,32,291,26,579,41,17,,,RM,R,M
27,28,STRAJHAR Gasper,,SLO,Slovenia,287,37,291,23,578,43,13,,,RM,R,M
28,29,HABJAN MALAVASIC Den,,SLO,Slovenia,290,22,288,34,578,41,17,,,RM,R,M
29,30,DUVAL Sebastien,,FRA,France,288,32,289,31,577,43,13,SO,T.10,RM,R,M
30,31,TSYBZHITOV Bolot,,RUS,Russia,286,42,291,23,577,38,21,SO,T.10,RM,R,M
31,32,SANNA Michael,,FRA,France,289,26,288,41,577,38,21,SO,T.10,RM,R,M
32,33,MANDIA Massimiliano,,ITA,Italy,286,41,291,22,577,41,16,SO,T.9,RM,R,M
33,34,SANTI Matteo,,ITA,Italy,289,25,288,38,577,41,15,SO,T.9,RM,R,M
34,35,ERBAY Vedat,,TUR,Turkey,287,38,289,31,576,41,14,,,RM,R,M
35,36,RAVNIKAR Ziga,,SLO,Slovenia,285,47,291,26,576,38,20,,,RM,R,M
36,37,KREJ Gregory,,FRA,France,286,42,290,30,576,36,24,,,RM,R,M
37,38,BOSSARD Florian,,FRA,France,293,13,282,61,575,40,15,,,RM,R,M
38,39,WILTHAGEN Jonah,,NED,Netherlands,289,26,286,45,575,39,19,,,RM,R,M
39,40,BIZJAK Rok,,SLO,Slovenia,291,20,284,59,575,37,21,,,RM,R,M
40,41,BERANEK Radek,,CZE,Czech Republic,288,32,286,46,574,39,17,,,RM,R,M
41,42,NOGUEIRA Pedro,,POR,Portugal,286,40,288,35,574,38,18,,,RM,R,M
42,43,PIKE William,,FRA,France,289,26,285,51,574,37,20,,,RM,R,M
43,44,DUGUÉ Samuel,,FRA,France,289,30,285,51,574,36,22,,,RM,R,M
44,45,PIFARRE TRUJILLO Miguel,,ESP,Spain,285,44,288,35,573,41,13,,,RM,R,M
45,46,FISSORE Matteo,,ITA,Italy,278,69,294,8,572,35,22,,,RM,R,M
46,47,DE GRANDIS Jocelyn,,FRA,France,281,56,290,29,571,35,22,,,RM,R,M
47,48,KLEIN Pit,,LUX,Luxembourg,283,50,288,38,571,34,23,,,RM,R,M
48,49,ARNEZ Luka,,SLO,Slovenia,285,45,284,55,569,38,16,,,RM,R,M
49,50,PENA Arnau,,ESP,Spain,285,48,284,56,569,34,21,,,RM,R,M
50,51,MOLFESE Fabio,,ITA,Italy,280,58,288,38,568,34,22,,,RM,R,M
51,52,DAMERVALLE Maxandre,,FRA,France,283,50,285,50,568,33,22,,,RM,R,M
52,53,GOELZ Dominic,,GER,Germany,282,54,285,54,567,30,27,,,RM,R,M
53,54,LEFRANCOIS Ianis,,FRA,France,278,63,288,35,566,38,18,,,RM,R,M
54,55,BOURAND Olivier,,FRA,France,282,53,284,60,566,32,23,,,RM,R,M
55,56,LINDBERG Johan,,SWE,Sweden,280,57,285,51,565,33,20,,,RM,R,M
56,57,KALAPURAYIL Rajan,,SUI,Switzerland,288,32,276,81,564,36,20,,,RM,R,M
57,58,GUTHERTZ Maxence,,FRA,France,276,74,286,44,562,28,27,,,RM,R,M
58,59,LITTIG Thorsten,,GER,Germany,283,49,277,73,560,32,20,,,RM,R,M
59,60,BIDAULT Jerome,,FRA,France,273,84,286,43,559,36,14,,,RM,R,M
60,61,HURBAN JR. Vladimir,,SVK,Slovakia,275,76,284,58,559,34,20,,,RM,R,M
61,62,ESCRIVA Antoine,,FRA,France,282,54,277,74,559,29,23,,,RM,R,M
62,63,MCCAFFREY Carl,,IRL,Ireland,272,90,286,47,558,33,20,,,RM,R,M
63,64,ARMBRUSTER Sylvain,,FRA,France,273,87,284,56,557,28,21,,,RM,R,M
64,65,TUAL Gaetan,,FRA,France,278,66,279,68,557,27,26,,,RM,R,M
65,66,TAYLOR Adam,,IRL,Ireland,279,59,278,72,557,27,24,,,RM,R,M
66,67,FAUCHERON Thomas,,FRA,France,279,62,278,69,557,25,30,,,RM,R,M
67,68,FABER Dominik,,SUI,Switzerland,275,79,282,62,557,25,27,,,RM,R,M
68,69,KUHRAU Markus,,GER,Germany,282,52,274,87,556,36,15,,,RM,R,M
69,70,TONNAIRE Hugo,,FRA,France,275,75,281,63,556,35,17,,,RM,R,M
70,71,PODKRAJŠEK Sergej,,SLO,Slovenia,278,64,278,71,556,29,23,,,RM,R,M
71,72,GUILLÉN ANGOSTO Diego,,ESP,Spain,276,73,280,66,556,26,25,,,RM,R,M
72,73,BRIERE Guillaume,,FRA,France,278,65,277,76,555,29,20,,,RM,R,M
73,74,COUTRET Stéphane,,FRA,France,279,60,274,86,553,33,18,,,RM,R,M
74,75,MILLET Samuel,,FRA,France,272,92,281,64,553,24,26,,,RM,R,M
75,75,VANDERGUCHT Jonathan,,BEL,Belgium,278,68,275,83,553,24,26,,,RM,R,M
76,77,DAGES Thierry,,FRA,France,277,71,276,82,553,23,28,,,RM,R,M
77,78,ZOPFMANN Maxime,,FRA,France,276,72,276,80,552,31,22,,,RM,R,M
78,79,AUSTIN Chris,,USA,USA,275,77,277,79,552,25,24,,,RM,R,M
79,80,BLANDIN Thomas,,FRA,France,272,91,280,67,552,24,28,,,RM,R,M
80,81,GUERRA PRIAN Manuel,,ESP,Spain,274,82,277,76,551,25,22,,,RM,R,M
81,82,HECK Oliver,,FRA,France,275,78,274,88,549,25,28,,,RM,R,M
82,83,OZKAYA Safak,,TUR,Turkey,272,92,277,78,549,23,25,,,RM,R,M
83,84,DUPUIS Emmanuel,,FRA,France,274,83,275,83,549,19,32,,,RM,R,M
84,85,POP Razvan,,LUX,Luxembourg,274,81,273,92,547,24,24,,,RM,R,M
85,86,KECK Andreas,,GER,Germany,266,101,280,65,546,26,25,,,RM,R,M
86,87,LEFEBVRE Jean-François,,FRA,France,279,61,267,109,546,25,25,,,RM,R,M
87,88,CROMBEZ Vincent,,AUS,Australia,277,70,268,107,545,27,20,,,RM,R,M
88,89,PERRIN Loïk,,FRA,France,271,94,274,91,545,23,21,,,RM,R,M
89,90,WYLIE Eoin,,IRL,Ireland,273,86,271,99,544,20,26,,,RM,R,M
90,91,BECKER Joe,,GBR,Great Britain,273,88,270,100,543,22,24,,,RM,R,M
91,92,CORSIN Valentin,,FRA,France,274,80,269,103,543,21,25,,,RM,R,M
92,93,FRACHEBOUD Thierry,,SUI,Switzerland,265,108,277,75,542,22,22,,,RM,R,M
93,94,MOULIN Louis,,FRA,France,271,95,271,98,542,21,23,,,RM,R,M
94,95,REZEK Maks,,CRO,Croatia,268,98,273,93,541,22,24,,,RM,R,M
95,96,SCHNEIDER Florent,,FRA,France,273,89,268,108,541,16,33,,,RM,R,M
96,97,HERMENT Mickael,,FRA,France,266,101,274,90,540,22,26,,,RM,R,M
97,98,CARRAMOLINO MALLENCO Manuel,,ESP,Spain,262,117,278,70,540,20,24,,,RM,R,M
98,99,PETERSEN Victor,,FRA,France,267,100,272,94,539,20,25,,,RM,R,M
99,100,WEISENBURGER Max,,GER,Germany,273,85,266,114,539,20,21,,,RM,R,M
100,101,STANBURY Scott,,GBR,Great Britain,264,112,275,85,539,15,31,,,RM,R,M
101,102,IRIGOYEN Gonzalo,,SWE,Sweden,263,114,274,89,537,21,22,,,RM,R,M
102,103,DELOISON Daniel,,FRA,France,266,103,271,97,537,18,28,,,RM,R,M
103,104,DIETEWICH Simon,,GER,Germany,265,105,271,96,536,24,20,,,RM,R,M
104,105,MASSON Martial,,FRA,France,278,67,258,127,536,21,21,,,RM,R,M
105,106,RAUL Quiles Garcia,,ESP,Spain,264,110,272,95,536,17,31,,,RM,R,M
106,107,ANDRÉ Steven,,FRA,France,265,109,269,105,534,14,29,,,RM,R,M
107,108,GARCIA HIDALGO Javier,,ESP,Spain,265,107,267,110,532,17,25,,,RM,R,M
108,109,DAUPTAIN Tony,,FRA,France,266,104,266,113,532,15,28,,,RM,R,M
109,110,SIMON Jerome,,FRA,France,263,116,266,111,529,15,26,,,RM,R,M
110,111,GOWARD Thomas,,FRA,France,258,122,270,101,528,16,25,,,RM,R,M
111,112,PRIETZ Wolf-Giro,,GER,Germany,267,99,261,124,528,14,28,,,RM,R,M
112,113,GREER Dalton,,USA,USA,263,113,264,119,527,21,20,,,RM,R,M
113,114,BRETEAU Sebastien,,FRA,France,265,106,262,122,527,18,22,,,RM,R,M
114,115,GUYARD Philippe,,FRA,France,270,96,257,131,527,16,26,,,RM,R,M
115,116,OZDEMIR Ibrahim,,TUR,Turkey,256,127,270,101,526,15,25,,,RM,R,M
116,117,VALLOT Denis,,FRA,France,256,126,269,103,525,18,21,,,RM,R,M
117,118,SÖKMEN Ali,,TUR,Turkey,259,118,264,118,523,17,25,,,RM,R,M
118,119,INAN Ibrahim,,TUR,Turkey,258,121,265,116,523,14,22,,,RM,R,M
119,120,RAIMBAULT Vincent,,FRA,France,254,134,265,115,519,14,30,,,RM,R,M
120,121,KIM Chang Hee,,TUR,Turkey,257,124,262,123,519,13,25,,,RM,R,M
121,122,CHNURIK Alojz,,SVK,Slovakia,255,131,263,121,518,12,20,,,RM,R,M
122,123,CAMPANA Nicolas,,SUI,Switzerland,253,140,263,120,516,13,25,,,RM,R,M
123,124,RIPAUX Valentin,,FRA,France,257,125,259,126,516,13,24,,,RM,R,M
124,125,COMMEYNE Eric,,FRA,France,264,111,251,137,515,17,24,,,RM,R,M
125,126,SEMPÉRÉ Yohann,,FRA,France,259,119,254,135,513,13,28,,,RM,R,M
126,127,CUMINAL Thibault,,FRA,France,247,144,264,117,511,19,11,,,RM,R,M
127,128,L'HER Allan,,FRA,France,254,132,255,134,509,16,18,,,RM,R,M
128,129,BARLOW Ru,,GBR,Great Britain,269,97,240,150,509,15,19,,,RM,R,M
129,130,SINARDET Julien,,FRA,France,251,142,257,129,508,14,22,,,RM,R,M
130,131,TELFORD Tom,,CAN,Canada,263,115,245,146,508,12,21,,,RM,R,M
131,132,DUPONCHEL Rémi,,FRA,France,238,151,269,105,507,11,21,,,RM,R,M
132,133,EITING Thomas,,GER,Germany,254,137,253,136,507,9,22,,,RM,R,M
133,134,DENTON Douglas,,USA,USA,255,128,251,138,506,17,22,,,RM,R,M
134,135,JOLY Remi,,FRA,France,258,120,248,142,506,16,19,,,RM,R,M
135,136,CHERCHI Cristian,,ESP,Spain,250,143,256,132,506,13,17,,,RM,R,M
136,137,TERZI Enzo,,FRA,France,255,129,249,141,504,18,18,,,RM,R,M
137,138,CADER Tomas,,SVK,Slovakia,254,133,250,139,504,14,19,,,RM,R,M
138,139,LEMAITRE Dimitri,,FRA,France,244,147,260,125,504,10,28,,,RM,R,M
139,140,FLORIS Davide,,ITA,Italy,254,135,250,140,504,10,22,,,RM,R,M
140,141,AYHAN Mustafa,,TUR,Turkey,253,138,247,144,500,15,15,,,RM,R,M
141,142,COLSON Cyril,,FRA,France,245,145,255,133,500,12,27,,,RM,R,M
142,143,PIECHOCKI Sandy,,FRA,France,252,141,248,143,500,9,20,,,RM,R,M
143,144,FABCIC Dejan,,SLO,Slovenia,242,148,257,130,499,10,22,,,RM,R,M
144,145,GRANJON Herve,,FRA,France,255,130,243,149,498,9,21,,,RM,R,M
145,146,HUNEL Philippe,,FRA,France,253,139,244,147,497,12,18,,,RM,R,M
146,147,HELLSTEN Adam,,SWE,Sweden,254,136,243,148,497,11,16,,,RM,R,M
147,148,MEDRANO MANERO Enrique,,ESP,Spain,223,155,266,112,489,15,19,,,RM,R,M
148,149,CHRISTIAN Brynning,,DEN,Denmark,225,153,257,128,482,13,20,,,RM,R,M
149,150,DESROZIERS Matthieu,,FRA,France,241,149,240,151,481,11,22,,,RM,R,M
150,151,RIVAROLI Cristiano,,ITA,Italy,240,150,239,152,479,13,16,,,RM,R,M
151,152,TOUTAIN Louis Marie,,FRA,France,245,146,225,154,470,10,17,,,RM,R,M
152,153,POIRIER Emmanuel,,SUI,Switzerland,258,123,208,158,466,9,18,,,RM,R,M
153,154,DALTON Derek,,IRL,Ireland,212,159,233,153,445,10,15,,,RM,R,M
154,155,SOMBSTAY Tristan,,FRA,France,229,152,209,157,438,9,18,,,RM,R,M
155,156,SENGÜL Ramazan,,TUR,Turkey,184,164,247,145,431,5,14,,,RM,R,M
156,157,MCDONALD Adrian,,IRL,Ireland,222,156,203,159,425,9,11,,,RM,R,M
157,158,UNNSTEINSSON Asgeir Ingi,,ISL,Iceland,203,162,211,156,414,6,16,,,RM,R,M
158,159,MOULIN Raymond,,FRA,France,200,163,213,155,413,5,14,,,RM,R,M
159,160,BRUN Stephane,,FRA,France,213,158,179,161,392,6,9,,,RM,R,M
160,161,DENIS Alain,,FRA,France,208,161,176,163,384,4,11,,,RM,R,M
161,162,TSCHERNITSCH Engelbert,,GER,Germany,209,160,166,164,375,7,12,,,RM,R,M
162,163,SANCHEZ POMBROL Daniel,,GBR,Great Britain,215,157,155,165,370,2,8,,,RM,R,M
163,164,GIUJUZZA Victor,,FRA,France,225,154,138,166,363,4,10,,,RM,R,M
164,165,HERNAN de las Heras Fernandez,,ESP,Spain,180,165,180,160,360,4,6,,,RM,R,M
165,166,LAWTON Colin,,IRL,Ireland,153,166,179,162,332,4,8,,,RM,R,M
166,167,STEELE Anthony,,USA,USA,15,167,0,0,15,0,0,,,RM,R,M
167,1,KIM Surin,,KOR,Korea,294,1,297,1,591,52,7,,,RW,R,W
168,2,KIM Chaeyun,,KOR,Korea,293,3,295,2,588,49,10,,,RW,R,W
169,3,STEPANOVA Inna,,RUS,Russia,293,2,292,6,585,47,11,,,RW,R,W
170,4,BAYARDO Gabriela,,NED,Netherlands,290,8,295,3,585,45,15,,,RW,R,W
171,5,SIM Yeji,,KOR,Korea,292,5,291,7,583,44,15,,,RW,R,W
172,6,KAUFHOLD Casey,,USA,USA,288,12,294,5,582,43,16,,,RW,R,W
173,7,TSYREMPILOVA LEE Sayana,,RUS,Russia,293,3,289,13,582,42,18,,,RW,R,W
174,8,WI Nayeon,,KOR,Korea,290,7,290,8,580,42,16,,,RW,R,W
175,9,BADMAZHAPOVA Tatiana,,RUS,Russia,290,8,290,10,580,40,20,,,RW,R,W
176,10,KIM Young Kyeong,,KOR,Korea,284,19,295,3,579,48,11,,,RW,R,W
177,11,PITMAN Bryony,,GBR,Great Britain,292,6,287,16,579,48,11,,,RW,R,W
178,12,HAIDN TSCHALOVA Veronika,,GER,Germany,288,12,290,10,578,39,20,,,RW,R,W
179,13,LIONETTI Pia,,ITA,Italy,286,15,290,8,576,41,16,,,RW,R,W
180,14,RICHTER Elena,,GER,Germany,287,14,289,13,576,37,22,,,RW,R,W
181,15,UMER Ana,,SLO,Slovenia,289,10,285,19,574,42,14,,,RW,R,W
182,16,DEGN Randi,,DEN,Denmark,289,11,283,25,572,37,19,,,RW,R,W
183,17,REBAGLIATI Chiara,,ITA,Italy,285,17,286,18,571,35,22,,,RW,R,W
184,18,VILLARD Laurena,,FRA,France,280,25,289,12,569,36,19,,,RW,R,W
185,19,CHANG Hye Jin,,KOR,Korea,281,23,288,15,569,36,19,,,RW,R,W
186,20,JUNG Amy,,USA,USA,285,18,284,23,569,32,25,,,RW,R,W
187,21,NISSEN Lea Mogree,,DEN,Denmark,279,28,286,17,565,34,18,,,RW,R,W
188,22,GAUVIN Crystal,,USA,USA,286,16,278,35,564,31,24,,,RW,R,W
189,23,LAAN CALLEWAERT Sarina,,NED,Netherlands,284,20,279,31,563,33,20,,,RW,R,W
190,24,ALART Margaux,,FRA,France,280,27,283,26,563,28,27,,,RW,R,W
191,25,MANDIA Claudia,,ITA,Italy,277,30,284,22,561,27,27,,,RW,R,W
192,26,DESVIGNES Lauranne,,FRA,France,276,34,284,24,560,24,33,,,RW,R,W
193,27,JAKOBSEN Nanna,,DEN,Denmark,282,22,276,36,558,34,19,,,RW,R,W
194,28,SLANA Teja,,SLO,Slovenia,281,24,276,37,557,29,21,,,RW,R,W
195,29,MIRCA Alexandra,,MDA,Moldova,277,30,279,31,556,24,29,,,RW,R,W
196,30,QUINN Kelea,,ISL,Iceland,272,37,282,27,554,26,25,,,RW,R,W
197,31,TUKIAINEN Iida,,FIN,Finland,280,26,273,40,553,27,22,SO,T.10,RW,R,W
198,32,MOON Rachel,,GBR,Great Britain,268,43,285,20,553,26,25,SO,T.10,RW,R,W
199,33,SOENEN Lisa,,FRA,France,271,39,282,28,553,26,23,SO,T.8,RW,R,W
200,34,LAURSEN Anne Marie,,DEN,Denmark,274,35,278,34,552,26,22,,,RW,R,W
201,35,PESLIER Eugénie,,FRA,France,266,45,285,21,551,26,24,,,RW,R,W
202,36,JAGER Maja,,DEN,Denmark,271,39,279,31,550,23,26,,,RW,R,W
203,37,DAVIS Emma,,GBR,Great Britain,277,30,271,42,548,24,25,,,RW,R,W
204,38,ANDERSEN Kirstine,,DEN,Denmark,277,30,271,44,548,24,23,,,RW,R,W
205,39,PARNAT Reena,,EST,Estonia,284,21,262,49,546,29,20,,,RW,R,W
206,40,TAJES GARCIA Magdalena,,ESP,Spain,265,48,281,30,546,27,22,,,RW,R,W
207,41,DUNNIGHAN Kate,,GBR,Great Britain,262,52,282,29,544,23,26,,,RW,R,W
208,42,JANGNAS Erika,,SWE,Sweden,270,41,272,41,542,25,21,,,RW,R,W
209,43,LASSILA Ida-Lotta,,FIN,Finland,278,29,262,51,540,23,23,,,RW,R,W
210,44,COMMUNAUDAT Amélie,,FRA,France,266,46,274,38,540,20,24,,,RW,R,W
211,45,LEROUX Florence,,FRA,France,262,50,274,39,536,22,23,,,RW,R,W
212,46,HERRERO Noelia,,SUI,Switzerland,267,44,268,45,535,19,24,,,RW,R,W
213,47,DE GIULI Valentine,,SUI,Switzerland,263,49,271,43,534,19,26,,,RW,R,W
214,48,FIALON Sandrine,,FRA,France,273,36,258,56,531,18,27,,,RW,R,W
215,49,RUSJAN Iva,,SLO,Slovenia,270,42,258,55,528,17,26,,,RW,R,W
216,50,CHEVRET Severine,,FRA,France,266,47,261,52,527,14,26,,,RW,R,W
217,51,MEERING Sophie,,GBR,Great Britain,272,37,254,58,526,19,25,,,RW,R,W
218,52,ZALTSBERG Anastassia,,GER,Germany,259,53,263,47,522,22,16,,,RW,R,W
219,53,OUDET Léa,,FRA,France,257,54,263,48,520,14,22,,,RW,R,W
220,54,FARAULT Gwénaëlle,,FRA,France,256,55,260,53,516,21,15,,,RW,R,W
221,55,RIVRAIS Sophie,,FRA,France,254,56,262,50,516,11,30,,,RW,R,W
222,56,VORMITTAG Melanie,,GER,Germany,262,51,250,59,512,11,24,,,RW,R,W
223,57,FLAMENT Sylvie,,SUI,Switzerland,245,59,259,54,504,12,19,,,RW,R,W
224,58,LEMYRE Mélissandre,,FRA,France,249,57,255,57,504,12,13,,,RW,R,W
225,59,BROUSSE Aurélie,,FRA,France,231,61,267,46,498,12,25,,,RW,R,W
226,60,CUNHA Inês,,POR,Portugal,249,58,246,60,495,9,18,,,RW,R,W
227,61,WILLIAMS Dianna,,SUI,Switzerland,244,60,230,61,474,10,14,,,RW,R,W
228,62,DESOUSA Giselle,,NED,Netherlands,230,62,217,64,447,8,12,,,RW,R,W
229,63,DUNNE Ciara,,IRL,Ireland,221,66,225,62,446,9,12,,,RW,R,W
230,64,GREER Jessica,,USA,USA,230,63,215,65,445,9,18,,,RW,R,W
231,65,SCHWARTZ Julia,,USA,USA,230,64,210,67,440,6,16,,,RW,R,W
232,66,BROUILLAC Gersende,,FRA,France,203,68,222,63,425,8,14,,,RW,R,W
233,67,PILKINTON Mollie Lynn,,USA,USA,212,67,212,66,424,8,11,,,RW,R,W
234,68,MESTRE-LASCAUX Colyne,,FRA,France,223,65,193,68,416,10,14,,,RW,R,W
235,69,PASCHKE Jessa,,USA,USA,201,69,169,69,370,5,9,,,RW,R,W
236,70,FAYET Marie-Noëlle,,FRA,France,176,70,112,71,288,3,5,,,RW,R,W
237,71,MOLONEY Sarah,,IRL,Ireland,59,71,117,70,176,1,0,,,RW,R,W
238,1,SCHLOESSER Mike,,NED,Netherlands,299,2,300,1,599,59,1,,,CM,C,M
239,2,COUSINS Dave,,USA,USA,299,2,299,3,598,58,2,,,CM,C,M
240,3,GIRARD Nicolas,,FRA,France,299,2,298,6,597,57,3,,,CM,C,M
241,4,GELLENTHIEN Braden,,USA,USA,299,2,298,6,597,57,3,,,CM,C,M
242,5,WIENER Nico,,AUT,Austria,297,9,299,3,596,56,4,,,CM,C,M
243,6,VAVRO Mario,,CRO,Croatia,300,1,295,30,595,55,5,,,CM,C,M
244,7,JUUTILAINEN Mikko,,FIN,Finland,295,22,300,1,595,55,5,,,CM,C,M
245,8,BOULCH Jean Philippe,,FRA,France,298,7,297,9,595,55,5,,,CM,C,M
246,9,LUTZ James,,USA,USA,297,9,297,9,594,54,6,,,CM,C,M
247,10,FAUGSTAD Anders,,NOR,Norway,297,9,297,9,594,54,6,,,CM,C,M
248,11,PEINEAU Sebastien,,FRA,France,295,22,299,3,594,54,6,,,CM,C,M
249,12,HERNANDEZ Roberto,,ESA,El Salvador,298,7,295,30,593,53,7,,,CM,C,M
250,13,DAMBAEV Alexander,,RUS,Russia,296,13,297,9,593,53,7,,,CM,C,M
251,14,PATER Sil,,NED,Netherlands,295,22,298,6,593,53,7,,,CM,C,M
252,15,HOUSER David,,USA,USA,296,13,297,9,593,53,7,,,CM,C,M
253,16,ANDERSON Steve,,USA,USA,296,13,296,19,592,52,8,,,CM,C,M
254,17,MODIC Stas,,SLO,Slovenia,296,13,296,19,592,52,8,,,CM,C,M
255,18,MORGAN Tate,,USA,USA,296,13,296,19,592,52,8,,,CM,C,M
256,19,WILDE Reo,,USA,USA,296,13,296,19,592,52,8,,,CM,C,M
257,20,TEDFORD Paul,,USA,USA,295,22,296,19,591,51,9,,,CM,C,M
258,21,PAGNONI Federico,,ITA,Italy,294,35,297,9,591,51,9,,,CM,C,M
259,22,GONTIER Adrien,,FRA,France,295,22,296,19,591,51,9,,,CM,C,M
260,23,HANSEN Stephan,,DEN,Denmark,296,13,294,41,590,50,10,,,CM,C,M
261,24,DAMSBO Martin,,DEN,Denmark,294,35,296,19,590,50,10,,,CM,C,M
262,25,BULAEV Anton,,RUS,Russia,295,22,295,30,590,50,10,,,CM,C,M
263,26,LOPEZ Ramon,,ESP,Spain,294,35,296,19,590,50,10,,,CM,C,M
264,27,METREAU Jean-François,,FRA,France,294,35,296,19,590,50,10,,,CM,C,M
265,28,CLAUDIN Brice,,FRA,France,299,2,290,80,589,49,11,SO,T.10,CM,C,M
266,29,BONDON Morgan,,FRA,France,297,9,292,62,589,49,11,SO,T.10,CM,C,M
267,30,DELLA STUA Valerio,,ITA,Italy,294,35,295,30,589,49,11,SO,T.10,CM,C,M
268,31,RYALS George,,USA,USA,295,22,294,41,589,49,11,SO,T.10,CM,C,M
269,32,SUT Jesse,,ITA,Italy,292,55,297,9,589,49,11,SO,T.10,CM,C,M
270,33,CLAUDIN Anthony,,FRA,France,295,22,294,41,589,49,11,SO,T.9,CM,C,M
271,33,DAMOUR Yann,,FRA,France,293,48,296,19,589,49,11,SO,T.9,CM,C,M
272,33,JORIS Gianni,,BEL,Belgium,296,13,293,58,589,49,11,SO,T.9,CM,C,M
273,33,PEREIRA BAPTISTA Rui,,POR,Portugal,294,35,295,30,589,49,11,SO,T.10,CM,C,M
274,37,KALASHNIKOV Viktor,,RUS,Russia,293,48,295,30,588,49,10,,,CM,C,M
275,38,BARAER Quentin,,FRA,France,295,22,293,58,588,48,12,,,CM,C,M
276,38,BLAZQUEZ Alberto,,ESP,Spain,291,65,297,9,588,48,12,,,CM,C,M
277,38,BUDEN Domagoj,,CRO,Croatia,294,35,294,41,588,48,12,,,CM,C,M
278,38,DAULEU Ludovic,,FRA,France,293,48,295,30,588,48,12,,,CM,C,M
279,38,DELOCHE Pierre-Julien,,FRA,France,295,22,293,58,588,48,12,,,CM,C,M
280,38,GILLINGHAM Timothy,,USA,USA,294,35,294,41,588,48,12,,,CM,C,M
281,38,KNUDSEN Mads,,DEN,Denmark,296,13,292,62,588,48,12,,,CM,C,M
282,38,LUEPKEMANN Henning,,GER,Germany,293,48,295,30,588,48,12,,,CM,C,M
283,38,PAGNI Sergio,,ITA,Italy,294,35,294,41,588,48,12,,,CM,C,M
284,47,CANALEJAS TEJERO Victor,,ESP,Spain,290,76,297,9,587,47,13,,,CM,C,M
285,47,DELOBELLE Fabien,,FRA,France,295,22,292,62,587,47,13,,,CM,C,M
286,47,PAUNER Joan,,FRA,France,295,22,292,62,587,47,13,,,CM,C,M
287,47,PEREZ GONZALEZ Jesus Jacinto,,ESP,Spain,292,55,295,30,587,47,13,,,CM,C,M
288,47,PRICE Louis,,USA,USA,293,48,294,41,587,47,13,,,CM,C,M
289,47,SAUNIER François,,FRA,France,293,48,294,41,587,47,13,,,CM,C,M
290,53,BERGÖÖ Ludvig,,SWE,Sweden,291,65,295,30,586,46,14,,,CM,C,M
291,53,BORGSTROM Hampus,,SWE,Sweden,291,65,295,30,586,46,14,,,CM,C,M
292,53,DUPUIS Anthony,,FRA,France,289,83,297,9,586,46,14,,,CM,C,M
293,53,ELZINGA Peter,,NED,Netherlands,294,35,292,62,586,46,14,,,CM,C,M
