,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
294,53,SALAS Mathieu,,FRA,France,292,55,294,41,586,46,14,,,CM,C,M
295,58,BARET Benjamin,,FRA,France,291,65,294,41,585,45,15,,,CM,C,M
296,58,GAUTSCHI Lukas,,SUI,Switzerland,291,65,294,41,585,45,15,,,CM,C,M
297,58,REYES Brandon,,USA,USA,292,55,293,58,585,45,15,,,CM,C,M
298,58,SITAR Dejan,,SLO,Slovenia,294,35,291,72,585,45,15,,,CM,C,M
299,62,BOUVRY Tim,,BEL,Belgium,288,91,296,19,584,44,16,,,CM,C,M
300,62,DRAGONI Luigi,,ITA,Italy,292,55,292,62,584,44,16,,,CM,C,M
301,62,GIROUILLE Romain,,FRA,France,292,55,292,62,584,44,16,,,CM,C,M
302,62,OROSZ Viktor,,HUN,Hungary,294,35,290,80,584,44,16,,,CM,C,M
303,62,SCOTT Simon,,GBR,Great Britain,292,55,292,62,584,44,16,,,CM,C,M
304,67,GALLAIS DUTRIEZ Alban,,FRA,France,289,82,294,41,583,44,15,,,CM,C,M
305,68,ANDERLE Mikael,,SWE,Sweden,292,55,291,72,583,43,17,,,CM,C,M
306,68,RAFFOLINI Daniele,,ITA,Italy,289,83,294,41,583,43,17,,,CM,C,M
307,68,VAN EIL Thomas,,NED,Netherlands,292,55,291,72,583,43,17,,,CM,C,M
308,71,BOSANSKY Jozef,,SVK,Slovakia,294,35,288,102,582,42,18,,,CM,C,M
309,71,CHECKEROSKI Timothy,,USA,USA,288,91,294,41,582,42,18,,,CM,C,M
310,71,FREDERICKX Brend,,BEL,Belgium,288,91,294,41,582,42,18,,,CM,C,M
311,71,WILDE Logan,,USA,USA,288,91,294,41,582,42,18,,,CM,C,M
312,75,DESPHELIPON Gregory,,FRA,France,293,48,288,102,581,41,19,,,CM,C,M
313,75,DI MICHELE Luigi,,ITA,Italy,292,55,289,89,581,41,19,,,CM,C,M
314,75,POLIDORI Jacopo,,ITA,Italy,291,65,290,80,581,41,19,,,CM,C,M
315,75,SOBRY Felix,,FRA,France,291,65,290,80,581,41,19,,,CM,C,M
316,75,TOMBUL Alexis,,FRA,France,295,22,286,120,581,41,19,,,CM,C,M
317,80,BURRUS Raphael,,FRA,France,291,65,289,89,580,40,20,,,CM,C,M
318,80,CHAMBOLERON Luc,,FRA,France,288,91,292,62,580,40,20,,,CM,C,M
319,80,HOLGERSEN Mikkel,,DEN,Denmark,290,76,290,80,580,40,20,,,CM,C,M
320,80,LALLEMANT Julien,,FRA,France,288,91,292,62,580,40,20,,,CM,C,M
321,80,LEOTTA Andrea,,ITA,Italy,289,83,291,72,580,40,20,,,CM,C,M
322,80,ZAVRL Marcel,,SLO,Slovenia,291,65,289,89,580,40,20,,,CM,C,M
323,86,HUMETZ Guillaume,,FRA,France,285,121,294,41,579,39,21,,,CM,C,M
324,86,LEGER Christophe,,FRA,France,289,83,290,80,579,39,21,,,CM,C,M
325,86,SCHLEGEL Stefan,,GER,Germany,288,91,291,72,579,39,21,,,CM,C,M
326,86,TURC Yann,,FRA,France,288,91,291,72,579,39,21,,,CM,C,M
327,90,LINARES Gonzalo,,ESP,Spain,291,65,287,109,578,40,19,,,CM,C,M
328,91,BOISSAU Stephane,,FRA,France,287,102,291,72,578,39,20,,,CM,C,M
329,92,BORRUSO Arcangelo,,ITA,Italy,290,76,288,102,578,38,22,,,CM,C,M
330,92,LODETTI Alessandro,,ITA,Italy,288,91,290,80,578,38,22,,,CM,C,M
331,92,LOITOKARI Pekka,,FIN,Finland,289,83,289,89,578,38,22,,,CM,C,M
332,92,TORRÓ José,,ESP,Spain,291,65,287,111,578,38,22,,,CM,C,M
333,96,DESVERNOIS Eric,,FRA,France,288,91,289,89,577,37,23,,,CM,C,M
334,96,ETIENNE David,,BEL,Belgium,288,91,289,89,577,37,23,,,CM,C,M
335,96,HERNANDEZ GARRIDO Raul,,ESP,Spain,289,83,288,102,577,37,23,,,CM,C,M
336,99,OSTROWSKI Nicolas,,FRA,France,286,111,290,80,576,37,22,,,CM,C,M
337,100,HOCEVAR Arnaud,,LUX,Luxembourg,289,83,287,111,576,36,24,,,CM,C,M
338,100,MUSELLI Cesare,,ITA,Italy,290,76,286,120,576,36,24,,,CM,C,M
339,102,GERARD Paul,,FRA,France,286,112,289,88,575,36,23,,,CM,C,M
340,103,KAND Caius,,EST,Estonia,286,112,289,89,575,35,25,,,CM,C,M
341,103,KURTZHALS Zak,,USA,USA,287,104,288,102,575,35,25,,,CM,C,M
342,105,CAPRA Luca,,ITA,Italy,286,112,288,101,574,35,24,,,CM,C,M
343,105,MIOR Viviano,,ITA,Italy,289,83,285,126,574,35,24,,,CM,C,M
344,107,FRIGERIO Stefano,,ITA,Italy,287,104,287,111,574,34,26,,,CM,C,M
345,107,ROGERS MACRUAIDHRI Eamon,,IRL,Ireland,287,104,287,111,574,34,26,,,CM,C,M
346,107,STUBBS John,,GBR,Great Britain,287,104,287,111,574,34,26,,,CM,C,M
347,110,LAMBERT David,,FRA,France,283,134,290,79,573,34,25,,,CM,C,M
348,110,SHARVIN Mark,,IRL,Ireland,286,112,287,110,573,34,25,,,CM,C,M
349,112,CROSSIN Jimmy,,FRA,France,284,125,289,89,573,33,27,,,CM,C,M
350,112,GUICHEN Julien,,FRA,France,290,76,283,138,573,33,27,,,CM,C,M
351,112,PARPILLON Julien,,FRA,France,287,104,286,120,573,33,27,,,CM,C,M
352,115,SEIMANDI Giuseppe,,ITA,Italy,283,130,289,89,572,34,25,,,CM,C,M
353,116,BAILIE-SINAL Patrick,,USA,USA,283,131,289,89,572,33,26,,,CM,C,M
354,117,BARREDO Juan José,,ESP,Spain,285,121,287,111,572,32,28,,,CM,C,M
355,117,BIRGISSON Alfred,,ISL,Iceland,285,121,287,111,572,32,28,,,CM,C,M
356,119,BERTIN Gregory,,FRA,France,282,136,289,89,571,32,27,,,CM,C,M
357,120,ARNOUX Christophe,,FRA,France,286,112,285,127,571,31,29,,,CM,C,M
358,120,GASSE Nicolas,,FRA,France,287,104,284,132,571,31,29,,,CM,C,M
359,122,LEREBOURS Boris,,FRA,France,287,102,283,136,570,32,26,,,CM,C,M
360,123,CASTALION Sebastien,,FRA,France,287,104,283,138,570,30,30,,,CM,C,M
361,123,GOUELLO Renaud,,FRA,France,282,137,288,102,570,30,30,,,CM,C,M
362,123,TOMITA Sho,,JPN,Japan,286,112,284,132,570,30,30,,,CM,C,M
363,126,SCHOUMACHER Eric,,FRA,France,290,76,278,158,568,37,22,,,CM,C,M
364,127,ARROUGE Yoann,,FRA,France,282,137,286,120,568,28,32,,,CM,C,M
365,128,BABOU Eric,,FRA,France,286,112,281,147,567,28,31,,,CM,C,M
366,128,BASHKIREV Alexey,,RUS,Russia,281,144,286,118,567,28,31,,,CM,C,M
367,128,PÉREZ CERVINO Félix,,ESP,Spain,283,131,284,132,567,28,31,,,CM,C,M
368,131,NECTOUX Cédric,,FRA,France,285,121,281,144,566,35,24,,,CM,C,M
369,131,SCHOUMACHER Frédéric,,FRA,France,277,161,289,89,566,35,24,,,CM,C,M
370,133,PAYET Stephane,,FRA,France,286,112,280,150,566,28,30,,,CM,C,M
371,134,ALLAERT Nick,,BEL,Belgium,286,112,280,152,566,26,34,,,CM,C,M
372,134,DUPLAN Cedric,,FRA,France,280,148,286,120,566,26,34,,,CM,C,M
373,134,PONCHIARDI Andrea,,ITA,Italy,281,144,285,127,566,26,34,,,CM,C,M
374,134,SANZ Hector,,ESP,Spain,282,137,284,132,566,26,34,,,CM,C,M
375,138,THIERRY Jeremie,,FRA,France,277,161,288,102,565,34,25,,,CM,C,M
376,139,KJELDSEN Ulrich,,DEN,Denmark,284,125,281,145,565,28,29,,,CM,C,M
377,140,DUBOIS Reginald,,FRA,France,279,153,286,118,565,26,33,,,CM,C,M
378,140,FÉLIX Nuno,,POR,Portugal,283,134,282,142,565,26,33,,,CM,C,M
379,142,CARLITTI Giuseppe,,ITA,Italy,284,125,281,148,565,25,35,,,CM,C,M
380,142,CONVERT Jerome,,FRA,France,282,137,283,138,565,25,35,,,CM,C,M
381,144,LABICHE Nicolas,,FRA,France,281,141,283,136,564,28,28,,,CM,C,M
382,145,VARGA Dávid,,HUN,Hungary,279,153,285,127,564,24,36,,,CM,C,M
383,146,THOMPSON Craig,,GBR,Great Britain,284,125,279,154,563,24,35,,,CM,C,M
384,147,POTTEAU Baptist,,BEL,Belgium,281,142,281,148,562,24,35,,,CM,C,M
385,148,LABEYRIE Rémi,,FRA,France,278,157,284,131,562,24,34,,,CM,C,M
386,149,BERNARD Mathieu,,FRA,France,280,148,282,142,562,23,36,,,CM,C,M
387,149,COTTIER Kevin,,AUS,Australia,283,131,279,156,562,23,36,,,CM,C,M
388,151,ALLIANCE Jordan,,BEL,Belgium,281,143,279,156,560,21,38,,,CM,C,M
389,152,ANSELMA Fabrizio,,ITA,Italy,280,148,280,152,560,20,40,,,CM,C,M
390,153,LORTHIOIR Yann,,FRA,France,280,148,279,154,559,20,39,,,CM,C,M
391,154,THIEFFINE Julien,,FRA,France,273,173,285,125,558,39,18,,,CM,C,M
392,155,LAFAYE Thomas,,FRA,France,284,125,274,168,558,28,30,,,CM,C,M
393,156,HAAG Niklas,,FRA,France,277,164,281,146,558,21,36,,,CM,C,M
394,157,CLERC Pierre,,FRA,France,281,144,277,161,558,20,38,,,CM,C,M
395,158,KNALL Philipp,,JPN,Japan,278,160,280,151,558,19,40,,,CM,C,M
396,159,COLLARD Laurent,,FRA,France,274,171,282,141,556,21,35,,,CM,C,M
397,160,ZEDDA Massimo,,ITA,Italy,278,156,277,160,555,20,36,,,CM,C,M
398,161,DUPUIS Olivier,,FRA,France,281,144,274,170,555,18,39,,,CM,C,M
399,162,OLIVEIRA Nuno,,POR,Portugal,278,157,276,164,554,17,40,,,CM,C,M
400,163,MINOT Patrick,,FRA,France,269,176,284,130,553,25,32,,,CM,C,M
401,164,MENDES COSTA Bruno Americo,,POR,Portugal,275,170,277,161,552,15,42,,,CM,C,M
402,165,BALESTRI Alain,,FRA,France,278,157,273,174,551,15,42,,,CM,C,M
403,166,UZUN Atilla,,TUR,Turkey,275,168,276,164,551,15,41,,,CM,C,M
404,167,IRACA Antonio,,ITA,Italy,280,148,271,180,551,14,43,,,CM,C,M
405,168,LORETAN Maël Fabien,,SUI,Switzerland,277,163,273,173,550,17,37,,,CM,C,M
406,169,BELLOMETTI Devid,,ITA,Italy,279,153,271,180,550,13,44,,,CM,C,M
407,170,ADLOFF Patrick,,FRA,France,275,166,274,169,549,18,34,,,CM,C,M
408,171,DOS SANTOS Adelino,,FRA,France,271,174,278,159,549,15,42,,,CM,C,M
409,172,ZAMBELLI Massimiliano,,ITA,Italy,275,168,274,172,549,13,43,,,CM,C,M
410,173,GIRARDY Yoan,,FRA,France,275,165,272,175,547,22,32,,,CM,C,M
411,174,JEREMY LESAFFRE Jeremy,,FRA,France,271,175,275,167,546,10,46,,,CM,C,M
412,175,FIGUEIRAS Marcelo Alexandre,,POR,Portugal,274,172,271,177,545,13,40,,,CM,C,M
413,176,PUEO Laurent,,FRA,France,268,181,276,163,544,17,33,,,CM,C,M
414,177,HERRAIZ OSUNA Jordi,,ESP,Spain,275,167,269,182,544,13,41,,,CM,C,M
415,178,SCARPELLINI Laurent,,FRA,France,268,180,275,166,543,20,33,,,CM,C,M
416,179,GARCÍA GÓMEZ Carlos Alberto,,ESP,Spain,269,177,274,170,543,14,37,,,CM,C,M
417,180,AUGER Emmanuel,,FRA,France,269,178,272,176,541,8,46,,,CM,C,M
418,181,LOPEZ GONZALES Jesus,,ESP,Spain,265,184,271,178,536,11,36,,,CM,C,M
419,182,ARTETXE FERNANDEZ Ibai,,ESP,Spain,267,182,264,183,531,10,40,,,CM,C,M
420,183,CHOLLEY Andre,,FRA,France,269,179,258,185,527,12,37,,,CM,C,M
421,184,SANTAELLA ORNAT Ivan,,ESP,Spain,266,183,259,184,525,16,34,,,CM,C,M
422,185,TONNELIER Christophe,,FRA,France,250,185,271,179,521,11,36,,,CM,C,M
423,186,VIVE ALDAMA Lluís,,AND,Andorra,230,186,245,186,475,6,26,,,CM,C,M
424,1,PEARCE Paige,,USA,USA,296,2,300,1,596,56,4,,,CW,C,W
425,2,PRIEELS Sarah,,BEL,Belgium,297,1,295,8,592,52,8,,,CW,C,W
426,3,AVDEEVA Natalia,,RUS,Russia,294,7,297,2,591,51,9,,,CW,C,W
427,4,DODEMONT Sophie,,FRA,France,295,6,296,4,591,51,9,,,CW,C,W
428,5,JENSEN Tanja,,DEN,Denmark,296,2,295,8,591,51,9,,,CW,C,W
429,6,SO Chaewon,,KOR,Korea,293,13,297,2,590,50,10,,,CW,C,W
430,7,ANASTASIO Anastasia,,ITA,Italy,294,7,296,4,590,50,10,,,CW,C,W
431,8,TONIOLI Marcella,,ITA,Italy,296,2,293,14,589,49,11,,,CW,C,W
432,9,ELLISON Toja,,SLO,Slovenia,293,13,296,4,589,49,11,,,CW,C,W
433,10,JAATMA Lisell,,EST,Estonia,294,7,294,12,588,48,12,,,CW,C,W
434,11,KIM Yunhee,,KOR,Korea,293,13,295,8,588,48,12,,,CW,C,W
435,12,GIBSON Ella,,GBR,Great Britain,296,2,291,18,587,47,13,,,CW,C,W
436,13,SHKOLNA Mariya,,LUX,Luxembourg,290,22,296,4,586,46,14,,,CW,C,W
437,14,RUIZ Alexis,,USA,USA,294,7,291,18,585,45,15,,,CW,C,W
438,15,SAVENKOVA Alexandra,,RUS,Russia,294,7,290,22,584,44,16,,,CW,C,W
439,16,FRANCHINI Irene,,ITA,Italy,292,17,292,16,584,44,16,,,CW,C,W
440,17,OCHOA-ANDERSON Linda,,USA,USA,291,19,292,16,583,43,17,,,CW,C,W
441,18,CHERKEZOVA Arina,,RUS,Russia,294,7,289,27,583,43,17,,,CW,C,W
442,19,RENAUDIN Tiphaine,,FRA,France,290,22,293,14,583,43,17,,,CW,C,W
443,20,SONG Yun Soo,,KOR,Korea,292,17,290,22,582,42,18,,,CW,C,W
444,21,GOGEL Jane Karla,,BRA,Brazil,288,29,294,12,582,42,18,,,CW,C,W
445,22,VERMEULEN Jody,,NED,Netherlands,293,13,288,29,581,41,19,,,CW,C,W
446,23,BOUTELEUX Mylene,,FRA,France,290,22,291,18,581,41,19,,,CW,C,W
447,24,MLINARIC Amanda,,CRO,Croatia,286,38,295,8,581,41,19,,,CW,C,W
448,25,VINOKUROVA Daiaana,,RUS,Russia,290,22,290,22,580,40,20,,,CW,C,W
449,26,EBERHARD Elaila,,SUI,Switzerland,287,31,291,18,578,39,20,,,CW,C,W
450,27,CHO Su A,,KOR,Korea,290,22,287,35,577,37,23,,,CW,C,W
451,28,BOEHNKE Julia,,GER,Germany,291,19,286,39,577,37,23,,,CW,C,W
452,29,SARGEANT Bayley,,GBR,Great Britain,287,31,289,27,576,36,24,,,CW,C,W
453,30,CONESA Anna,,FRA,France,289,27,286,39,575,35,25,,,CW,C,W
454,31,POZNIAKOVA Tetiana,,LUX,Luxembourg,287,31,288,29,575,35,25,,,CW,C,W
455,32,MOON Sarah,,GBR,Great Britain,286,38,287,34,573,34,25,SO,T.10*,CW,C,W
456,33,CARPENTER Isabelle,,GBR,Great Britain,286,37,287,35,573,34,25,SO,T.10,CW,C,W
457,33,GOMEZ Maria,,ESP,Spain,283,49,290,22,573,34,25,SO,T.9,CW,C,W
458,33,JOUVE Jocelyne,,FRA,France,285,42,288,29,573,34,25,SO,T.10,CW,C,W
459,36,HERVE Sandra,,FRA,France,291,19,282,55,573,33,27,SO,T.9,CW,C,W
460,36,STRACHAN Sophia,,USA,USA,286,38,287,35,573,33,27,SO,T.9,CW,C,W
461,38,LANTEE Anne,,FIN,Finland,286,36,286,38,572,35,22,,,CW,C,W
462,39,CHUPIN Julie,,FRA,France,284,45,288,29,572,32,28,,,CW,C,W
463,39,GALVEZ Elodie,,FRA,France,284,45,288,29,572,32,28,,,CW,C,W
464,41,FRAIGNEAU Clémence,,FRA,France,281,60,290,22,571,32,27,,,CW,C,W
465,42,DAMSBO Erika,,DEN,Denmark,289,27,282,55,571,31,29,,,CW,C,W
466,42,DE MATOS Laure,,FRA,France,285,43,286,39,571,31,29,,,CW,C,W
467,42,SHKLIAR Kseniia,,UKR,Ukraine,288,29,283,50,571,31,29,,,CW,C,W
468,45,EYMARD Anais,,FRA,France,284,45,286,39,570,30,30,,,CW,C,W
469,46,LEVRATTI Alice,,ITA,Italy,287,31,282,55,569,29,31,,,CW,C,W
470,46,TETSMANN Maris,,EST,Estonia,283,51,286,39,569,29,31,,,CW,C,W
471,48,SPANU Ilaria,,ITA,Italy,283,48,284,46,567,31,25,,,CW,C,W
472,49,VAN CASPEL Inge,,NED,Netherlands,287,31,280,68,567,27,33,,,CW,C,W
473,50,DE GIULI Clementine,,SUI,Switzerland,282,53,284,47,566,27,32,,,CW,C,W
474,51,HUAUX Jade,,BEL,Belgium,280,64,286,39,566,26,34,,,CW,C,W
475,51,HUON Tiphaine,,FRA,France,283,51,283,50,566,26,34,,,CW,C,W
476,53,DEBAIG Isabelle,,FRA,France,282,53,283,48,565,27,31,,,CW,C,W
477,54,MONTAGNE Elodie,,FRA,France,280,64,285,45,565,25,35,,,CW,C,W
478,54,RONER Elisa,,ITA,Italy,285,43,280,68,565,25,35,,,CW,C,W
479,56,GIRARD Marion,,FRA,France,281,62,283,48,564,25,34,,,CW,C,W
480,56,KIENER Audrey,,FRA,France,283,49,281,60,564,25,34,,,CW,C,W
481,58,ENDLICHER Melanie,,GER,Germany,286,38,277,76,563,25,33,,,CW,C,W
482,59,ILVES Kristi,,EST,Estonia,282,56,281,60,563,23,37,,,CW,C,W
483,60,TREMBLAYES Anaïs,,FRA,France,279,67,283,50,562,24,35,,,CW,C,W
484,61,BARBARA Miranda Suarez,,ESP,Spain,280,63,282,55,562,23,36,,,CW,C,W
485,62,PINE Phoebe,,GBR,Great Britain,282,56,280,68,562,22,38,,,CW,C,W
486,63,BODE Amy,,GBR,Great Britain,282,53,279,73,561,24,33,,,CW,C,W
487,64,BABLEE Agnes,,FRA,France,281,60,280,68,561,22,37,,,CW,C,W
488,65,BONDON Angelique,,FRA,France,280,64,281,60,561,21,39,,,CW,C,W
489,66,MARTINEZ CALVO Raquel,,ESP,Spain,279,68,281,60,560,21,38,,,CW,C,W
490,67,RYALS Rhonda,,USA,USA,281,59,278,74,559,25,29,,,CW,C,W
491,68,BAZIN Bertille,,FRA,France,279,68,280,65,559,21,37,,,CW,C,W
492,68,LAFON Caroline,,FRA,France,282,56,277,76,559,21,37,,,CW,C,W
493,70,PEUCAT Charlotte,,FRA,France,278,71,280,64,558,23,33,,,CW,C,W
494,71,WOZNIAK Katarzyna,,SUI,Switzerland,274,80,283,50,557,27,31,,,CW,C,W
495,72,ELZINGA Vanessa,,NED,Netherlands,275,78,282,54,557,20,37,,,CW,C,W
496,73,SALDANHA Chantal,,FRA,France,276,75,280,65,556,19,38,,,CW,C,W
497,74,MONTSERRAT Muñoz Baró,,ESP,Spain,276,76,280,68,556,17,42,,,CW,C,W
498,75,NAIARA Argote Gonzalez,,ESP,Spain,278,72,277,78,555,17,41,,,CW,C,W
499,76,LEGER Patricia,,FRA,France,272,82,281,59,553,27,29,,,CW,C,W
500,77,BALESTRI Magalie,,FRA,France,277,73,276,79,553,20,35,,,CW,C,W
501,78,DE LOBEL MAHY Christine,,FRA,France,273,81,280,65,553,19,37,,,CW,C,W
502,79,BURTIN Hana,,FRA,France,275,77,278,75,553,19,36,,,CW,C,W
503,80,SUSANNA Ortas,,ESP,Spain,279,68,273,83,552,17,38,,,CW,C,W
504,81,VERSYCK Lievaerdagh,,BEL,Belgium,277,74,274,82,551,12,47,,,CW,C,W
505,82,DOS SANTOS Anne Marie,,FRA,France,275,78,275,80,550,10,16,,,CW,C,W
506,83,SIGURPALSDOTTIR Erla Mary,,ISL,Iceland,272,83,275,81,547,14,39,,,CW,C,W
507,84,MINOT JULIE Minot julie,,FRA,France,271,84,264,84,535,6,45,,,CW,C,W
508,85,CHOLLEY Annie,,FRA,France,271,85,262,85,533,6,44,,,CW,C,W
509,86,TONELLATO Viviane,,FRA,France,200,86,167,86,367,3,6,,,CW,C,W
510,87,COLLINS Maria,,GBR,Great Britain,125,87,124,87,249,1,10,,,CW,C,W
