,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
38,39,BIDAULT Jerome,,FRA4D,Issy Les Moulineaux,288,31,286,54,574,40,16,,,RM,R,M
39,40,KOMOCAR Jaka,,SLO01,Ac Kamnik,285,56,289,33,574,38,19,,,RM,R,M
40,41,EVANS Sean,,GBR04,Cheltenham Archers,289,24,285,62,574,38,18,,,RM,R,M
41,42,GONZALEZ TORRES Javier,,ESP1E,Moratalaz,287,40,287,48,574,37,20,,,RM,R,M
42,43,DANIEL Lucas,,FRA8F,Riom,286,53,288,44,574,35,24,,,RM,R,M
43,44,GALIAZZO Marco,,ITA11,Aeronautica Militare Ital,286,44,287,47,573,42,13,,,RM,R,M
44,45,KUCUKKAYALAR Okyay Tunc,,TUR07,Onok Archery,288,31,285,61,573,41,13,,,RM,R,M
45,46,MCLAUGHLIN Sean,,USA18,Usa Archery,283,69,290,29,573,38,17,,,RM,R,M
46,47,ROHRBERG Sebastian,,GER02,Beiter Pro Staff,284,63,289,35,573,36,21,,,RM,R,M
47,48,KOENIG Thomas,,FRA0F,Belfort Savoureuse,286,53,287,48,573,35,23,,,RM,R,M
48,49,CHIODO Carlo,,ITA1D,Arcieri Falisci,288,31,284,66,572,39,16,,,RM,R,M
49,50,HABJAN Den,,SLO07,Lk Kamnik,288,31,284,69,572,37,18,,,RM,R,M
50,51,TABARD Sebastien,,FRA2D,Compiègne,284,57,288,45,572,36,20,,,RM,R,M
51,52,RUFER Thomas,,SUI06,Bv Bern,286,47,286,57,572,35,22,,,RM,R,M
52,53,BERGUIN Philippe,,FRA6D,Mont St Aignan,288,31,284,70,572,34,25,,,RM,R,M
53,54,LUPO Paolo,,ITA19,Arcieri Della Signoria,283,67,288,41,571,38,18,,,RM,R,M
54,55,BUREAU Pierre,,FRA8E,Rennes Cie,283,68,288,45,571,35,23,,,RM,R,M
55,56,HAUTTEMENT Fabrice,,FRA64,Marly Pournoy,281,76,290,30,571,35,21,,,RM,R,M
56,57,MARTY Sylvain,,FRA0B,Balma,281,82,290,30,571,33,25,,,RM,R,M
57,58,VAN DEN OEVER Rick,,NED0B,The Netherlands,286,47,284,72,570,33,24,,,RM,R,M
58,59,FISSORE Matteo,,ITA3F,New Garden Archery - Foss,279,91,290,30,569,34,22,,,RM,R,M
59,60,BELAY Vincent,,FRAB4,Tulle,286,51,283,74,569,34,21,,,RM,R,M
60,61,VERLINDEN Leandre,,BEL03,Compiegne,283,69,286,60,569,32,25,,,RM,R,M
61,62,STRAJHAR Klemen,,SLO01,Ac Kamnik,283,66,285,64,568,35,20,,,RM,R,M
62,63,MACE Godefroi,,FRA70,Montpellier,288,31,280,92,568,32,26,,,RM,R,M
63,64,SERI Marco,,ITA23,Arcieri Medio Chienti,282,75,286,55,568,31,26,,,RM,R,M
64,65,LERICHE Adrien,,FRA9D,Saint Mard,276,105,291,22,567,41,13,,,RM,R,M
65,66,CALVACCA Carlo,,ITA05,12122 - A.S.D. Arco Club,279,93,288,40,567,35,17,,,RM,R,M
66,67,JELLOUN Mohamed,,MAR01,Arc De Marrakech,278,98,289,35,567,34,19,,,RM,R,M
67,68,GIRARDI Enzo,,ITA3D,Kosmos Rovereto,282,73,285,62,567,33,21,,,RM,R,M
68,69,GOUBEAU Franck,,FRAA7,Smarves,285,55,280,87,565,41,12,,,RM,R,M
69,70,CALLEWAERT Danny,,BEL12,Willem Tell Kotrijk,277,103,288,41,565,33,19,,,RM,R,M
70,71,QUATTROCCHI Edoardo,,ITA25,Arcieri Monica,278,99,287,48,565,32,22,,,RM,R,M
71,72,FUBIANI Paolino,,ITA32,Castenaso Archery Team,290,22,274,116,564,38,16,,,RM,R,M
72,73,LE FLOCH Guillaume,,FRA17,Brignais,284,58,280,89,564,32,21,,,RM,R,M
73,74,ALONSO Sebastian,,FRA16,Brienon/Armancon,288,31,276,106,564,31,23,,,RM,R,M
74,75,PERZ Nicolas,,FRA62,Mareil Marly,287,39,276,103,563,34,18,,,RM,R,M
75,76,CORDEAU Richard,,FRA05,Annemasse,284,62,279,94,563,31,23,,,RM,R,M
76,76,OJAMAE Pearu Jakob,,EST07,Tallina Kalev,287,40,276,103,563,31,23,,,RM,R,M
77,78,CHARMETTE Nicolas,,FRA05,Annemasse,283,71,280,90,563,29,25,,,RM,R,M
78,79,VINCENZI Augusto,,ITA2D,Arco Sport,282,73,281,86,563,28,27,,,RM,R,M
79,80,AL-MOHANADI Ibrahim,,QAT01,Qatar Shooting & Archery,281,83,282,79,563,26,31,,,RM,R,M
80,81,LACLERGUE Aurelien,,FRA0B,Balma,286,46,276,106,562,30,24,,,RM,R,M
81,82,MALLART Romain,,FRA4D,Issy Les Moulineaux,281,76,281,84,562,30,22,,,RM,R,M
82,83,MORHAIN Guillaume,,FRA64,Marly Pournoy,286,47,276,109,562,29,25,,,RM,R,M
83,84,FAUCHERON Thomas,,FRA8E,Rennes Cie,280,84,281,81,561,33,17,,,RM,R,M
84,85,LUXEY Olivier,,FRAAA,St Jean Le Blanc,284,58,277,98,561,32,20,,,RM,R,M
85,86,DIANI Fabrizio,,ITA25,Arcieri Monica,280,87,281,81,561,30,23,,,RM,R,M
86,87,GRUFFAT Lionel,,FRA23,Chambery,279,95,282,79,561,27,27,,,RM,R,M
87,88,MONTI Mirko,,ITA25,Arcieri Monica,276,104,284,67,560,36,19,,,RM,R,M
88,89,DEMIRKAN Recep,,TUR03,Demka Sports Club,279,93,281,85,560,28,24,,,RM,R,M
89,90,FABER Dominik,,SUI0B,Juventas Basel,276,107,284,72,560,27,28,,,RM,R,M
90,91,GARCIA Ernesto,,ESP0B,Arcosoto,278,100,281,83,559,29,21,,,RM,R,M
91,92,GOMEZ Jose,,ESP03,Arc Pardinyes,281,76,278,96,559,28,24,,,RM,R,M
92,93,RUTKOWSKI Quentin,,FRA6F,Montlucon As,279,89,279,94,558,30,20,,,RM,R,M
93,94,BONU James,,FRA3B,Fontainebleau,277,102,280,90,557,28,23,,,RM,R,M
94,94,VERGA Francesco,,ITA1F,Arcieri Il Falco,284,63,273,122,557,28,23,,,RM,R,M
95,96,RIBAS Erfan,,ESP11,Cam,280,86,276,103,556,28,24,,,RM,R,M
96,97,CIGRAND Alexis,,FRA7D,Orsay,273,114,282,76,555,30,20,,,RM,R,M
97,98,BARBY Stuart,,GBR0B,Edinburgh University Arch,271,124,284,71,555,29,22,,,RM,R,M
98,99,DELOISON Daniel,,FRA9D,Saint Mard,272,119,283,74,555,29,19,,,RM,R,M
99,100,JARDINE Douglas,,GBR0A,Edinburgh University Ac,279,91,276,102,555,27,25,,,RM,R,M
100,101,ORLIC Vedran,,CRO03,Croatie,271,130,284,68,555,27,24,,,RM,R,M
101,102,LE VAN THOI Mathieu,,FRA0B,Balma,279,90,276,106,555,26,26,,,RM,R,M
102,102,TEBALDINI Giovanni,,ITA3D,Kosmos Rovereto,275,110,280,88,555,26,26,,,RM,R,M
103,104,KOSEC Mihael,,SLO09,Lk San Giorgio,281,80,273,118,554,29,25,,,RM,R,M
104,105,MASSON Martial,,FRA9D,Saint Mard,284,58,269,143,553,32,20,,,RM,R,M
105,106,DESBIEYS Christophe,,FRA23,Chambery,268,149,285,65,553,27,20,,,RM,R,M
106,107,DEZSO Janos,,HUN01,Hajdu Ijasz Klub,270,132,282,76,552,34,15,,,RM,R,M
107,108,PICCHIO Luca,,ITA25,Arcieri Monica,273,117,279,93,552,25,24,,,RM,R,M
108,109,LOUCHE Benjamin,,FRA9A,Saint Germain Sur Morin,275,111,277,101,552,23,30,,,RM,R,M
109,110,BERNABE LOPEZ Diego,,ESP1E,Moratalaz,279,96,272,130,551,21,30,,,RM,R,M
110,111,DAVID Benoit,,FRAB4,Tulle,280,85,270,139,550,29,22,,,RM,R,M
111,112,SCHNEIDER Florent,,FRA8C,Rambouillet,273,116,277,99,550,26,23,,,RM,R,M
112,113,ARDIET Willy,,FRA82,Perpignan,272,118,278,97,550,25,28,,,RM,R,M
113,114,RATHGEB Benjamin,,SUI11,Tat Zurich,273,115,277,100,550,25,24,,,RM,R,M
114,115,MASSIEYE Antoine,,FRA22,Challes Les Eaux,278,101,272,127,550,23,26,,,RM,R,M
115,116,SCARPATO Salvatore,,ITA04,12011 Arco Sport Roma,276,108,273,123,549,22,26,,,RM,R,M
116,117,CALLEWAERT Pedro,,FRAC6,Wervicq Sud,281,76,267,151,548,25,26,,,RM,R,M
117,118,GRIMBER Guillaume,,FRA12,Bois Le Roi,275,112,273,124,548,21,26,,,RM,R,M
118,119,ROYEN Laurent,,FRA19,Cachy,275,109,272,127,547,27,19,,,RM,R,M
119,120,BOTTO Giorgio,,ITA1A,Arcieri Delle Alpi,265,161,282,78,547,23,24,,,RM,R,M
120,121,LAURSEN Martin,,DEN05,T.I.K.,281,81,265,155,546,32,20,,,RM,R,M
121,122,ESTIEVENART Philippe,,BEL01,Belgique,271,128,275,111,546,24,22,,,RM,R,M
122,123,OUIN Bruno,,FRA75,Mouans Sartoux,271,128,275,114,546,22,25,,,RM,R,M
123,124,BLANDIN Thomas,,FRAC4,Villiers Le Bel,272,123,274,117,546,18,30,,,RM,R,M
124,125,DELMAS Denis,,FRA3D,Fontenay S/Bois 1Er Cie,269,144,276,109,545,18,32,,,RM,R,M
125,126,SONNICHSEN Frederik,,DEN06,Tik Archery Club,279,88,265,158,544,26,22,,,RM,R,M
126,127,GOUGUET Olivier,,FRAAA,St Jean Le Blanc,269,140,275,112,544,23,20,,,RM,R,M
127,128,FRANSEN John,,NED0B,The Netherlands,276,106,267,149,543,28,19,,,RM,R,M
128,129,ALVES Jorge Lucas,,POR07,Sporting Clube Portugal,270,135,273,120,543,23,21,,,RM,R,M
129,130,DENTON Douglas,,USA09,Hoyt,270,136,273,125,543,19,28,,,RM,R,M
130,131,FAURE Sebastien,,FRA84,Pessac,269,138,273,119,542,24,26,,,RM,R,M
131,132,ROUSSELOT Sylvain,,FRAA8,St Avertin,267,154,275,113,542,17,31,,,RM,R,M
132,133,LAPORTE Vincent,,FRA2D,Compiègne,270,134,271,133,541,23,21,,,RM,R,M
133,134,LAGRANGE Baptiste,,FRA15,Bourg En Bresse,275,113,266,154,541,16,32,,,RM,R,M
134,135,CETINKAYA Hasan,,TUR06,Onok Archery,271,127,269,147,540,21,21,,,RM,R,M
135,136,GUILLOIS Damien,,FRA23,Chambery,269,137,270,142,539,21,27,,,RM,R,M
136,137,GERZAIN Pierre,,FRA7A,Nimes,264,162,275,114,539,21,23,,,RM,R,M
137,138,BARRA Olivier,,FRABD,Vezeronce Curtin,268,152,271,135,539,16,29,,,RM,R,M
138,139,LEFRANCOIS Ianis,,FRA0E,Bazainville,268,145,270,141,538,22,25,,,RM,R,M
139,140,BOUTET Alain,,FRA5A,Les Brouzils,266,155,272,126,538,22,21,,,RM,R,M
140,141,RIPAUX Pascal,,FRA2E,Conflans Sainte-Honorine,270,133,267,153,537,18,26,,,RM,R,M
141,142,GARCIA ARA Sergio,,ESP06,Arcfinden,264,167,273,121,537,18,25,,,RM,R,M
142,143,HEIM Michael,,GER01,Bcvs,267,153,269,144,536,19,25,,,RM,R,M
143,143,TEKMITCHOV George,,USA05,Esdf Slc,264,164,272,129,536,19,25,,,RM,R,M
144,145,GISBERT Bruno,,FRA13,Bollene,269,142,267,152,536,16,26,,,RM,R,M
145,146,BRZAKOVIÄ Dragan,,SRB01,Sk PanäEvo,266,156,269,146,535,22,16,,,RM,R,M
146,147,MACCHI Thomas,,FRA64,Marly Pournoy,264,163,271,134,535,21,19,,,RM,R,M
147,148,FRANCLET Claude,,FRA0D,Bassin D'Arcachon,266,158,269,145,535,19,23,,,RM,R,M
148,149,PILE Claude,,FRA94,Royan,263,168,271,136,534,21,24,,,RM,R,M
149,150,COUTANT Arnaud,,FRA6B,Moirans,262,172,272,131,534,16,33,,,RM,R,M
150,151,ANDRADE Luis,,FRA1E,Carpentras,272,122,260,175,532,18,20,,,RM,R,M
151,152,ALONSO ALVAREZ Joaquin Angel,,ESP21,Real Grupo De Cultura Cov,269,143,263,165,532,14,30,,,RM,R,M
152,153,ISAIA Cristiano,,ITA06,A . S . D. Arco Sport Rom,268,150,263,162,531,20,21,,,RM,R,M
153,154,ROSSI Christophe,,FRAC9,Lescar,268,147,263,163,531,20,19,,,RM,R,M
154,155,DARIS Leonard,,NED10,Vzod Zeelst,271,131,260,173,531,17,27,,,RM,R,M
155,156,VIALETAY Philippe,,FRA3B,Fontainebleau,260,176,271,138,531,15,28,,,RM,R,M
156,157,KARDACZ Patrice,,FRA4A,Hayange,257,185,272,132,529,16,31,,,RM,R,M
157,158,FERNANDEZ ALVAR Arcadio,,ESP1B,Galadriel Arco Club,264,166,265,159,529,13,32,,,RM,R,M
158,159,GOYON Frederic,,FRAC4,Villiers Le Bel,262,170,265,157,527,21,25,,,RM,R,M
159,160,GARAVALDI Avio,,SUI10,Tan,271,126,256,184,527,17,27,,,RM,R,M
160,161,HOTRABHVANON Sukrit (Roy),,THA01,Thailand,264,164,263,164,527,15,25,,,RM,R,M
161,162,NADOR Bastien,,FRA79,Nice,269,138,257,181,526,18,20,,,RM,R,M
162,163,ODDO Stefano,,ITA3A,Italie,269,140,256,183,525,19,20,,,RM,R,M
163,164,HOLGADO Juan Carlos,,SUI03,Arch Club Lausanne,272,119,253,190,525,18,22,,,RM,R,M
164,165,KOCKEL Daniel,,MAR02,Club Arc De Marrakech,262,169,262,168,524,21,20,,,RM,R,M
165,166,FRONTIERE Dominique,,SUI02,Arc Club Jussy,254,188,270,140,524,17,20,,,RM,R,M
166,167,LEVEQUE Alain,,FRAA4,Savigny Le Temple,271,125,252,192,523,23,14,,,RM,R,M
167,168,MORFAUX Christian,,FRAA4,Savigny Le Temple,258,181,265,156,523,22,16,,,RM,R,M
168,169,LAURAIRE Bruno,,FRA44,Grenoble 1Er,265,159,258,179,523,19,19,,,RM,R,M
169,170,CLERC Henri,,FRA1D,Carcassonne,268,148,255,186,523,18,14,,,RM,R,M
170,171,LEMAIRE Gerald,,FRA4D,Issy Les Moulineaux,255,187,268,148,523,15,21,,,RM,R,M
171,172,IVANO Marangoni,,ITA28,Arcieri Saccisica,272,119,251,198,523,14,27,,,RM,R,M
172,173,BOISSEAU Herve,,ITA0F,A.S.D.Compagnia Arcieri S,258,182,262,166,520,16,21,,,RM,R,M
173,174,HARANG Edouard,,FRA31,Crepy En Valois,260,173,259,176,519,19,24,,,RM,R,M
174,175,WEINGAERTNER Mathieu,,FRA18,Bron,268,151,250,199,518,13,31,,,RM,R,M
175,176,PASSAGLIA Federico,,ITA25,Arcieri Monica,257,183,260,172,517,19,19,,,RM,R,M
176,177,MORENO Traverso,,ITA16,Arcieri Del Torresin,260,175,257,180,517,15,23,,,RM,R,M
177,178,DENNLER Olivier,,FRAAC,Strasbourg 1Er Cie,260,177,257,182,517,11,26,,,RM,R,M
178,179,ROGER David,,FRA4D,Issy Les Moulineaux,265,160,251,195,516,18,19,,,RM,R,M
179,180,LETY Baptiste,,SUI12,Vevey,266,157,249,200,515,18,20,,,RM,R,M
180,181,MACAGNO Giuseppe,,ITA3A,Italie,248,198,267,150,515,16,22,,,RM,R,M
181,182,SPIGARELLI Massimo,,ITA04,12011 Arco Sport Roma,242,207,271,136,513,19,18,,,RM,R,M
182,183,POLLET Sony,,FRAC4,Villiers Le Bel,260,174,253,188,513,18,18,,,RM,R,M
183,184,RETAILLAUD Romain,,FRA5A,Les Brouzils,268,146,244,207,512,19,21,,,RM,R,M
184,185,ESTEVE Henry Gregoire,,FRA1D,Carcassonne,251,195,260,171,511,21,16,,,RM,R,M
185,186,LAFONT Raphael,,FRA90,Rives,252,193,259,177,511,9,26,,,RM,R,M
186,187,DRIESEN Wim,,BEL0C,Mvv,257,183,253,189,510,17,18,,,RM,R,M
187,188,BERNARD Remi,,FRA1D,Carcassonne,262,171,248,203,510,16,24,,,RM,R,M
188,189,CETINKAYA Hakan,,TUR06,Onok Archery,247,199,262,169,509,14,25,,,RM,R,M
189,190,DRAPEAU Philippe,,FRA64,Marly Pournoy,246,202,262,170,508,16,22,,,RM,R,M
190,191,LAVOISIER Laurent,,FRA76,Moutiers,252,189,254,187,506,18,21,,,RM,R,M
191,192,DIAS Eduardo,,POR03,Portugal Ccds,242,209,264,160,506,16,15,,,RM,R,M
192,193,FREDERICKX Danny,,BEL0D,Nooit Volleerd Laakdal (N,246,203,259,178,505,10,26,,,RM,R,M
193,194,KAUFMANN Simon,,SUI06,Bv Bern,252,191,252,193,504,13,26,,,RM,R,M
194,195,RAVATIN Jean,,FRA6B,Moirans,255,186,249,201,504,12,19,,,RM,R,M
195,196,RAVAILLE Pascal,,FRA3B,Fontainebleau,259,178,240,216,499,16,19,,,RM,R,M
196,197,CABOT Antoine,,FRA7C,Offranville,247,200,251,197,498,13,19,,,RM,R,M
197,198,KAMMOUN Anis,,FRA7F,Paris Apsap,247,201,251,196,498,12,20,,,RM,R,M
198,199,BALEIZAO Jose,,POR06,Sporting Clube De Portuga,258,180,240,218,498,11,15,,,RM,R,M
199,200,PALPANT Luc,,FRA1D,Carcassonne,252,190,244,209,496,13,20,,,RM,R,M
200,201,ATILANO Jacques,,FRABD,Vezeronce Curtin,258,179,238,222,496,12,23,,,RM,R,M
201,202,GANAPATHY Ramasamy Selva,,IND01,Hu Archery Mission,238,215,256,185,494,10,22,,,RM,R,M
202,203,MATHIEUX Alain,,FRABD,Vezeronce Curtin,248,197,244,210,492,7,21,,,RM,R,M
203,204,HENRION Cedric,,FRAA3,Sarreguemines,252,192,239,219,491,12,20,,,RM,R,M
204,205,DAL BON Romuald,,FRA4A,Hayange,239,213,252,194,491,8,25,,,RM,R,M
205,206,ALBLOOSHI Mohamed / R,,UAE01,Uae Archery Association,250,196,240,217,490,10,20,,,RM,R,M
206,207,DENIS Alain,,FRA10,Belleville Sur Loire,244,205,245,205,489,14,17,,,RM,R,M
207,208,ALBLOOSHI Mohamed / S,,UAE01,Uae Archery Association,234,220,253,191,487,7,23,,,RM,R,M
208,209,ROMAN Frederic,,FRA4A,Hayange,251,194,235,224,486,15,16,,,RM,R,M
209,210,GENTON Noe,,SUI0E,Suisse,246,204,240,215,486,11,22,,,RM,R,M
210,211,HUNEL Philippe,,FRA10,Belleville Sur Loire,242,210,243,212,485,8,14,,,RM,R,M
211,212,CHOLLEY Andre,,FRA69,Miramas Crau,235,218,248,204,483,10,16,,,RM,R,M
212,213,ROVELLI Mario,,FRA76,Moutiers,238,214,243,211,481,13,20,,,RM,R,M
213,214,BOVISI Marco,,SUI02,Arc Club Jussy,237,217,244,208,481,13,18,,,RM,R,M
214,215,GUENNEC Jean-Marie,,FRA24,Chanac,217,235,264,161,481,11,25,,,RM,R,M
215,216,BALADHANDAPANAI Arivarasu,,IND01,Hu Archery Mission,221,230,260,174,481,10,20,,,RM,R,M
216,217,BOISSADY Laurent,,FRA44,Grenoble 1Er,229,226,245,206,474,8,19,,,RM,R,M
217,218,LAFONT Fabrice,,FRA90,Rives,211,239,262,167,473,19,9,,,RM,R,M
218,219,RUOZI Uber,,ITA24,Arcieri Milano 3,232,223,241,214,473,13,11,,,RM,R,M
219,220,FERRARI Massimo Bruno,,ITA2C,Arco Monza,242,208,231,225,473,10,16,,,RM,R,M
220,221,SERIR Djaafer,,ALG01,Csta El Harrach,243,206,229,226,472,8,17,,,RM,R,M
221,222,SERPI Luigi,,FRA1C,Cannes Mandelieu,228,227,242,213,470,5,23,,,RM,R,M
222,223,PIGNOLY Jerome,,FRA40,Gemenos,230,225,238,220,468,12,16,,,RM,R,M
223,224,CHALDEBAS Ronan,,FRA4D,Issy Les Moulineaux,218,234,249,202,467,9,17,,,RM,R,M
224,225,ALMUSHARREKH Humaid,,UAE01,Uae Archery Association,241,212,225,233,466,13,17,,,RM,R,M
225,226,POISSONNIER Laurent,,FRA5B,Lomme,241,211,223,236,464,8,11,,,RM,R,M
226,227,MONACHESI Massimo,,ITA31,Caere Archery Team,237,216,225,235,462,8,19,,,RM,R,M
227,228,CASTRO Paulo,,POR06,Sporting Clube De Portuga,235,219,227,229,462,7,17,,,RM,R,M
228,229,FILIPPINI Ambrogio,,ITA25,Arcieri Monica,232,222,226,232,458,9,19,,,RM,R,M
229,230,MECCHINA Emilio,,ITA25,Arcieri Monica,227,228,228,228,455,2,18,,,RM,R,M
230,231,PEYRONEL Sergio,,ITA29,Arcieri Stadium Besozzo,213,238,237,223,450,14,7,,,RM,R,M
231,232,DIELEN Tom,,SUI08,Ca Lausanne,222,229,225,234,447,6,10,,,RM,R,M
232,233,QUILLEVERE Philippe,,FRA76,Moutiers,219,232,227,231,446,10,11,,,RM,R,M
233,234,LAMANDÉ Khaled,,FRA80,Paris Asrtl,219,233,227,230,446,9,15,,,RM,R,M
234,235,ZAVATTARI Giovanni,,ITA29,Arcieri Stadium Besozzo,230,224,213,239,443,7,13,,,RM,R,M
235,236,BEATO Rui,,POR01,Juventude Albicastrense,214,237,228,227,442,6,18,,,RM,R,M
236,237,LEGRAND Thierry,,FRA87,Plailly,196,241,238,221,434,10,15,,,RM,R,M
237,238,ALOWAIS Ahmed,,UAE01,Uae Archery Association,232,221,198,240,430,8,15,,,RM,R,M
238,239,FELIX Pons Chorda,,ESP04,Arc Quart (Valencia - Esp,191,242,218,238,409,4,14,,,RM,R,M
239,240,NIVART Denis,,FRA1A,Cahors,217,236,185,243,402,3,18,,,RM,R,M
240,241,OLIVEIRA Nuno,,POR04,Real Sport Clube,177,243,222,237,399,7,14,,,RM,R,M
241,242,LUCA Devecchi,,ITA01,04-072 Citta Di Opera Asd,197,240,190,242,387,10,8,,,RM,R,M
242,243,KOGUT KUBIAK Benoit,,FRA07,Antony,172,244,195,241,367,3,9,,,RM,R,M
243,244,HURSTEL Guillaume,,FRA49,Hardricourt,153,245,145,244,298,3,7,,,RM,R,M
244,245,OLMEDILLA Miguel,,ESP28,Villa De Alcobendas,139,246,136,246,275,3,2,,,RM,R,M
245,246,BENNANI Mohamed,,FRA7A,Nimes,114,247,138,245,252,2,6,,,RM,R,M
246,247,APARICIO Agustin,,ESP28,Villa De Alcobendas,220,231,18,247,238,3,8,,,RM,R,M
247,1,ROMAN ARROYO Aida N,,MEX01,Mexico,296,1,296,2,592,53,6,,,RW,R,W
248,2,KIM Min Jung,,KOR02,Hyundai Mobis,293,5,297,1,590,51,8,,,RW,R,W
249,3,KIM Yu Mi,,KOR04,Lh Seoul Korea,296,2,294,3,590,50,10,,,RW,R,W
250,4,SIM Ye Ji,,KOR02,Hyundai Mobis,296,2,293,7,589,49,11,,,RW,R,W
251,5,JEON Sungeun,,KOR04,Lh Seoul Korea,295,4,293,6,588,49,10,,,RW,R,W
252,6,CHANG Hyejin,,KOR04,Lh Seoul Korea,293,6,294,3,587,47,13,,,RW,R,W
253,7,JO Seung Hyeon,,KOR02,Hyundai Mobis,293,6,294,3,587,47,13,,,RW,R,W
254,8,PARK Se Hui,,KOR04,Lh Seoul Korea,288,16,291,8,579,40,19,,,RW,R,W
255,9,GAUBIL Melanie,,FRA58,Leguevin,288,16,290,10,578,40,18,,,RW,R,W
256,10,MANDIA Claudia,,ITA37,G.S. Fiamme Azzurre,291,9,284,24,575,42,13,,,RW,R,W
257,11,QUINN Kelea,,MON01,Monaco,287,18,288,14,575,38,19,,,RW,R,W
258,12,LACROIX Emilie,,FRA9D,Saint Mard,286,21,289,12,575,38,19,,,RW,R,W
