,Category Rank,Athlete,Country Code,Country Code.1,Country,18m-1,18m-1.1,18m-2,18m-2.1,Score,10,9,Unnamed: 12,Unnamed: 13,Event,Division,Class
259,13,KIM Eun Jung,,KOR02,Hyundai Mobis,290,11,285,22,575,37,21,,,RW,R,W
260,14,JOO Hyun Jung,,KOR01,Korea,284,27,290,11,574,37,20,,,RW,R,W
261,15,DUBORPER Marina,,FRA74,Morsang Sur Orge,285,23,288,13,573,39,15,,,RW,R,W
262,16,DE VRIES Shireen-Zoe,,NED05,Hbs Almere,289,14,283,31,572,36,20,,,RW,R,W
263,17,SCHUH Berengere,,FRA16,Brienon/Armancon,286,21,286,19,572,34,24,,,RW,R,W
264,18,BRIANNE Noemie,,FRAA8,St Avertin,286,19,285,20,571,38,16,,,RW,R,W
265,19,AGAMENNONI Annalisa,,ITA23,Arcieri Medio Chienti,289,13,282,32,571,36,19,,,RW,R,W
266,20,BENNETT SHELTON Laura,,USA18,Usa Archery,284,30,287,15,571,36,19,,,RW,R,W
267,21,PRITCHARD Lanola,,USA15,Road Runner,286,20,285,21,571,36,19,,,RW,R,W
268,22,TONETTA Elena,,ITA10,Aeronautica Militare,285,26,286,18,571,33,25,,,RW,R,W
269,23,FOLKARD Naomi,,GBR19,Win & Win Team,285,25,285,22,570,33,24,,,RW,R,W
270,24,DE GIULI Valentine,,SUI0E,Suisse,288,15,281,37,569,35,19,,,RW,R,W
271,25,DEGN Randi,,DEN06,Tik Archery Club,284,29,284,28,568,31,27,,,RW,R,W
272,26,ALARCON TORRES Miriam,,ESP19,Es Cubells,284,32,284,26,568,31,26,,,RW,R,W
273,27,COTRY Cyrielle,,FRA2D,Compiègne,290,11,277,44,567,37,21,,,RW,R,W
274,28,PLANEIX Sophie,,FRA8F,Riom,292,8,275,53,567,37,16,,,RW,R,W
275,29,FRANCHINI Irene,,ITA38,Gruppo Sportivo Fiamme Az,284,27,283,30,567,33,22,,,RW,R,W
276,30,VIOLI Sara,,ITA0C,A.S.D. Arcieri Sarzana,285,24,282,32,567,32,24,,,RW,R,W
277,31,FRANGILLI Carla,,ITA25,Arcieri Monica,282,35,284,25,566,33,20,SO,T.10,RW,R,W
278,32,BIDEAUD Marie Charlotte,,FRA0B,Balma,284,30,282,32,566,32,22,SO,T.9,RW,R,W
279,33,VILLARD Laurena,,FRA8E,Rennes Cie,279,44,287,16,566,31,24,SO,T.8,RW,R,W
280,34,MIJNO Eisabetta,,ITA37,G.S. Fiamme Azzurre,290,10,275,54,565,37,14,,,RW,R,W
281,35,ETXEBERRIA FERR Mirene,,ESP10,Azeri,281,40,284,26,565,31,23,,,RW,R,W
282,36,LORIG Khatuna,,USA18,Usa Archery,273,60,291,8,564,36,20,,,RW,R,W
283,37,DIELEN Nathalie,,SUI0E,Suisse,277,50,287,17,564,30,25,,,RW,R,W
284,38,JACOBS Christine,,BEL0C,Mvv,280,41,283,29,563,31,23,,,RW,R,W
285,38,OLIVER Amy,,GBR07,Dearne Valley Archery Clu,281,38,282,32,563,31,23,,,RW,R,W
286,40,UMER Ana,,SLO04,Lk Ankaran,282,37,280,38,562,25,32,,,RW,R,W
287,41,SEGINA Tatiana,,RUS04,Russian Archery Federation,283,34,278,42,561,33,23,,,RW,R,W
288,42,RIDDERSTROM Line,,NOR07,Sandefjord Bueskyttere,283,33,277,45,560,30,21,,,RW,R,W
289,43,DIDIERLAURENT Clothilde,,FRA78,Neuilly Sur Marne,282,36,276,50,558,26,26,,,RW,R,W
290,44,DEDEN Esther,,NED05,Hbs Almere,280,42,277,47,557,27,23,,,RW,R,W
291,45,LOKLUOGLU Begul,,TUR06,Onok Archery,277,48,279,40,556,29,20,,,RW,R,W
292,46,SASIA Gabriella,,ITA17,Arcieri Dell'Elice,281,39,275,55,556,28,22,,,RW,R,W
293,47,DUPIN Marion,,FRA75,Mouans Sartoux,278,46,277,46,555,28,20,,,RW,R,W
294,48,CARLIER Aurelie,,FRA7B,Notre Dame De Gravenchon,273,61,281,36,554,31,19,,,RW,R,W
295,49,TABARD Anne-Sophie,,FRA2D,Compiègne,279,43,275,56,554,25,27,,,RW,R,W
296,50,HABERAL Elif Deniz,,TUR07,Onok Archery,278,47,276,50,554,25,25,,,RW,R,W
297,51,SCHOBINGER Celine,,FRA7A,Nimes,275,58,278,43,553,21,32,,,RW,R,W
298,52,ABBOUDA Khadija,,FRA4D,Issy Les Moulineaux,278,45,273,60,551,30,14,,,RW,R,W
299,53,MEYNARD Valerie,,FRA85,Pierrefeu Du Var,275,52,276,49,551,28,18,,,RW,R,W
300,54,STANIECZEK Anna,,NOR03,Hvalstad Il,272,64,279,39,551,27,20,,,RW,R,W
301,55,DORETTO Giada,,ITA0B,A.S.D. Arcieri Orione,272,63,279,40,551,25,25,,,RW,R,W
302,56,CANTOPHER Lizzie,,GBR15,Northampton Archery Club,275,55,275,56,550,23,26,,,RW,R,W
303,57,PARNAT Reena,,EST02,Archery Club Ilves,275,54,274,59,549,26,23,,,RW,R,W
304,58,MONZANI Stefania,,ITA25,Arcieri Monica,271,66,277,47,548,23,23,,,RW,R,W
305,59,FIALON Sandrine,,FRA66,Menton,277,49,269,69,546,30,18,,,RW,R,W
306,60,TOMASI Jessica,,ITA11,Aeronautica Militare Ital,274,59,272,62,546,20,28,,,RW,R,W
307,61,LIONETTI Pia Carmen Maria,,ITA39,Hoyt Pro Staff,267,76,276,50,543,27,19,,,RW,R,W
308,62,CORDEAU Geraldine,,FRA05,Annemasse,268,75,275,58,543,18,30,,,RW,R,W
309,63,OURY Aurelie,,FRA72,Morangis,275,56,267,76,542,22,21,,,RW,R,W
310,64,IORIATTI Cristina,,ITA3C,Kappa Kosmos,270,67,271,64,541,30,20,,,RW,R,W
311,65,TOMAT Najka,,SLO0B,Slovenia,269,71,272,61,541,24,24,,,RW,R,W
312,66,GALIEGT Mathilde,,FRA78,Neuilly Sur Marne,277,51,264,81,541,24,22,,,RW,R,W
313,67,HUNT Nicky,,GBR10,Great Britain,275,57,264,84,539,14,33,,,RW,R,W
314,68,VIVES Marion,,FRA8F,Riom,271,65,267,74,538,24,21,,,RW,R,W
315,69,TRAPANI Gloria,,ITA21,Arcieri Juvenilia,270,69,268,72,538,17,30,,,RW,R,W
316,70,VARLET Sandrine,,FRA4C,Houilles,270,70,267,77,537,19,23,,,RW,R,W
317,71,LECOINTRE Laurie,,FRA98,Saint Avertin Casas,264,83,272,62,536,11,36,,,RW,R,W
318,72,MONTAGNE Elodie,,FRA9D,Saint Mard,268,74,267,74,535,21,24,,,RW,R,W
319,73,MENICONI Virginie,,FRA4A,Hayange,263,84,270,67,533,21,17,,,RW,R,W
320,74,PETIT-DURAND Tiphaine,,FRA9F,Saint Medard En Jalles,264,82,268,71,532,21,21,,,RW,R,W
321,75,CEUSTERMANS Christina,,BEL01,Belgique,268,73,264,83,532,18,22,,,RW,R,W
322,75,HINCKELLRIN Carole,,FRA4D,Issy Les Moulineaux,275,53,257,101,532,18,22,,,RW,R,W
323,77,IWASAKI Kaori,,JPN04,Tokyo,266,79,265,79,531,18,21,,,RW,R,W
324,78,STEVENSON Kathleen,,USA11,Oklahoma Storm/Usa Archer,268,72,260,93,528,18,22,,,RW,R,W
325,79,BROUCKE Florine,,FRA82,Perpignan,257,91,271,66,528,14,31,,,RW,R,W
326,80,TERRIER Constance,,FRA4D,Issy Les Moulineaux,256,93,271,65,527,18,25,,,RW,R,W
327,81,PUGNANT Emeline,,FRA9D,Saint Mard,256,93,270,68,526,18,24,,,RW,R,W
328,82,SCHWAGER Francoise,,SUI02,Arc Club Jussy,257,92,269,70,526,15,24,,,RW,R,W
329,83,GREGORI Simonetta,,ITA2B,Arcieri Torrevecchia,263,85,263,87,526,13,26,,,RW,R,W
330,84,FEDRIZZI Francesca,,ITA3D,Kosmos Rovereto,267,77,258,96,525,17,23,,,RW,R,W
331,85,PORCHER Christel,,FRA4D,Issy Les Moulineaux,273,62,251,109,524,17,25,,,RW,R,W
332,86,ZAGALO Maria Joao Ribe,,POR02,Portugal,270,68,253,106,523,16,24,,,RW,R,W
333,87,ROSLAND Siv,,NOR04,Klepp Bueskyttere,265,80,257,99,522,19,20,,,RW,R,W
334,88,FRIGERI Maura,,ITA18,Arcieri Della Francesca,265,81,257,99,522,17,23,,,RW,R,W
335,89,HERRERO Noelia,,SUI0E,Suisse,258,89,263,85,521,16,25,,,RW,R,W
336,90,CARLES Fanny,,FRA79,Nice,266,78,254,104,520,15,19,,,RW,R,W
337,91,SCIPIONI Lorena,,ITA3A,Italie,259,87,261,92,520,12,26,,,RW,R,W
338,92,DELAUTRE Sylvie,,FRA9F,Saint Medard En Jalles,254,100,265,80,519,17,19,,,RW,R,W
339,93,GANKINA Polina,,POR04,Real Sport Clube,256,96,263,88,519,10,25,,,RW,R,W
340,94,GOUY Aline,,FRAA9,St Herblain,249,109,268,73,517,12,30,,,RW,R,W
341,95,PITARD Aurelie,,FRA9F,Saint Medard En Jalles,258,90,257,98,515,15,25,,,RW,R,W
342,96,LIZZARDI Marianne,,FRA44,Grenoble 1Er,256,95,259,95,515,15,22,,,RW,R,W
343,97,CASARELLA Laura,,ITA28,Arcieri Saccisica,254,101,261,91,515,14,22,,,RW,R,W
344,98,JENNY Isabelle,,SUI0D,Sagittaire,254,99,260,94,514,14,21,,,RW,R,W
345,99,BURNIER Catherine,,FRA74,Morsang Sur Orge,251,105,263,86,514,11,27,,,RW,R,W
346,100,JAMBOU Laure,,FRA77,Narbonne,255,97,258,97,513,18,21,,,RW,R,W
347,101,PARREIRA Maria,,POR05,Scp,248,110,261,90,509,19,17,,,RW,R,W
348,102,GRANATA Giuliana,,ITA0D,A.S.D. Arcieri Torrevecch,259,88,250,110,509,9,25,,,RW,R,W
349,103,MEROSO Emanuela,,ITA08,A.S.D. Arcieri D.L.F. Voghera,260,86,247,114,507,16,21,,,RW,R,W
350,104,STRUYF Nadia,,FRA76,Moutiers,251,104,253,105,504,13,24,,,RW,R,W
351,105,CALVACCA Martina,,ITA05,12122 - A.S.D. Arco Club,242,116,262,89,504,10,23,,,RW,R,W
352,106,REDENTI Cristina,,ITA3A,Italie,250,106,252,108,502,11,22,,,RW,R,W
353,107,WEYANT Sylvie,,FRA4C,Houilles,249,108,253,107,502,9,21,,,RW,R,W
354,108,CEKADA Dolores,,SLO09,Lk San Giorgio,246,112,254,102,500,12,23,,,RW,R,W
355,109,CHAISTY Hazel,,GBR01,Archery Gb,245,113,254,103,499,12,20,,,RW,R,W
356,110,DE GIULI Marie-Therese,,SUI02,Arc Club Jussy,249,107,248,112,497,14,16,,,RW,R,W
357,111,DEVEZ Elodie,,FRA74,Morsang Sur Orge,229,126,267,78,496,13,25,,,RW,R,W
358,112,GARCIA VERDEJO Eloisa,,ESP0B,Arcosoto,251,103,242,118,493,15,17,,,RW,R,W
359,113,FONTENEAU Frederique,,FRA2A,Clisson,255,98,237,120,492,11,18,,,RW,R,W
360,114,MAITLAND Pamela,,USA18,Usa Archery,243,115,247,115,490,12,23,,,RW,R,W
361,115,LALOUER Eliette,,FRA45,Guilers,242,117,248,113,490,11,14,,,RW,R,W
362,116,MENCARINI Paulette,,FRA24,Chanac,253,102,236,122,489,11,23,,,RW,R,W
363,117,GRISTI Corinne,,FRA79,Nice,244,114,245,116,489,6,26,,,RW,R,W
364,118,SCARANO Corinne,,FRAA5,Seichamps,239,120,248,111,487,12,15,,,RW,R,W
365,119,RENAULT Delphine,,FRA79,Nice,247,111,233,123,480,12,13,,,RW,R,W
366,120,SERRET Marion,,FRAB6,Valence,213,130,264,82,477,17,15,,,RW,R,W
367,121,VEYRAC Celine,,FRA77,Narbonne,237,121,240,119,477,11,11,,,RW,R,W
368,122,BARRA Frederique,,FRABD,Vezeronce Curtin,241,118,230,124,471,10,16,,,RW,R,W
369,123,RAVATIN Maelle,,FRA6B,Moirans,241,119,230,125,471,6,21,,,RW,R,W
370,124,RUFFLE Annie,,FRA9F,Saint Medard En Jalles,227,127,243,117,470,16,19,,,RW,R,W
371,125,BERGER Florence,,SUI0E,Suisse,229,125,237,121,466,12,12,,,RW,R,W
372,126,FILION Lucie,,CAN01,Capital Regional Archery,230,124,224,126,454,5,18,,,RW,R,W
373,127,GLEMET Ophelie,,FRA05,Annemasse,221,129,220,128,441,8,16,,,RW,R,W
374,128,TWOMEY Sarah,,IRL03,Enniscorthy Archery Club,213,131,223,127,436,8,13,,,RW,R,W
375,129,WIRTH Veronique,,SUI0A,Compagnie Des Archers De,233,122,177,131,410,7,13,,,RW,R,W
376,130,PAGES Annie,,FRA1A,Cahors,205,132,191,130,396,4,12,,,RW,R,W
377,131,BUCCI Valentina,,ITA04,12011 Arco Sport Roma,189,135,203,129,392,4,14,,,RW,R,W
378,132,LURAC Bernadette,,FRA74,Morsang Sur Orge,221,128,168,133,389,7,11,,,RW,R,W
379,133,LAMAS Alexandra,,ESP28,Villa De Alcobendas,191,133,174,132,365,4,8,,,RW,R,W
380,134,BEN MERIEM Jawhar,,FRA5D,Ludres,190,134,152,135,342,3,6,,,RW,R,W
381,135,CHOLLEY Annie,,FRA69,Miramas Crau,170,136,160,134,330,5,7,,,RW,R,W
382,136,FORNER Alicia,,ESP03,Arc Pardinyes,230,123,57,137,287,7,8,,,RW,R,W
383,137,JULIEN Martine,,FRA1A,Cahors,84,137,109,136,193,4,4,,,RW,R,W
384,1,SCHLOESSER Mike,,NED08,Hoyt Pro Staff,300,1,300,1,600,60,0,,,CM,C,M
385,2,ELZINGA Peter,,NED03,Elzinga Archery,298,2,299,2,597,57,3,,,CM,C,M
386,3,BROADWATER Jesse,,USA08,Hard Knocks,297,10,299,2,596,56,4,,,CM,C,M
387,4,DELOCHE Pierre-Julien,,FRAA1,Salaise Sur Sanne,297,10,299,2,596,56,4,,,CM,C,M
388,5,BASS Henry,,USA0E,N/a,296,18,298,5,594,54,6,,,CM,C,M
389,6,BEAUBOEUF Chance,,USA06,Usa,298,2,296,17,594,54,6,,,CM,C,M
390,7,COUSINS Dave,,USA13,Prime,296,18,298,5,594,54,6,,,CM,C,M
391,8,HANSEN Stephan,,DEN04,Pse Pro Staff,297,10,297,11,594,54,6,,,CM,C,M
392,9,TEDFORD Paul,,USA04,Electric City Archers,297,10,297,11,594,54,6,,,CM,C,M
393,10,WILDE Reo,,USA0B,Hoyt/Easton,298,2,296,17,594,54,6,,,CM,C,M
394,11,WILKEY Kevin,,USA0A,Hoyt Pro Staff,298,2,296,17,594,54,6,,,CM,C,M
395,12,AAMAAS Njaal,,NOR05,Mathews Factory Staff,297,10,296,17,593,53,7,,,CM,C,M
396,13,BLAZQUEZ Alberto,,ESP1F,Nch Archery,295,25,298,5,593,53,7,,,CM,C,M
397,14,DEATON Bridger,,USA18,Usa Archery,298,2,295,30,593,53,7,,,CM,C,M
398,15,SHAWNN Vincent,,USA06,Usa,297,10,296,17,593,53,7,,,CM,C,M
399,16,SIMONELLI Alberto,,ITA36,G.S. Fiamme Azzurre,297,10,296,17,593,53,7,,,CM,C,M
400,17,VERMA Abhishek,,IND02,India,295,25,298,5,593,53,7,,,CM,C,M
401,18,KIM Taeyoon,,KOR03,Hyundai S,298,9,295,30,593,0,0,,,CM,C,M
402,19,BRASSEUR Sebastien,,FRAC7,Wingles,294,32,298,5,592,52,8,,,CM,C,M
403,20,RYALS George,,USA01,Archery Learning Center,296,18,296,17,592,52,8,,,CM,C,M
404,21,DAMSBO Martin,,DEN03,Mathews Tik,294,32,297,10,591,52,8,,,CM,C,M
405,22,BLEYENDAAL Ruben,,NED0A,Mathews Factory Staff,298,2,293,48,591,51,9,,,CM,C,M
406,23,BUSBY Duncan,,GBR02,Blackthorn,295,25,296,17,591,51,9,,,CM,C,M
407,24,ELMAAGACLI Demir,,TUR07,Onok Archery,295,25,296,17,591,51,9,,,CM,C,M
408,25,GENET Dominique,,FRAA7,Smarves,296,18,295,30,591,51,9,,,CM,C,M
409,26,GOOSENS Chris,,BEL0D,Nooit Volleerd Laakdal (N,294,32,297,11,591,51,9,,,CM,C,M
410,27,LOUSSAUT Jeremie,,FRA88,Plourin Les Morlaix,294,32,297,11,591,51,9,,,CM,C,M
411,28,THIEFFINE Julien,,FRAAD,Suresnes,294,32,296,15,590,51,8,,,CM,C,M
412,29,DARUM Andreas,,NOR09,Tik Bueskydning.,295,25,295,30,590,50,10,,,CM,C,M
413,30,SCHAFF Kris,,USA14,Prime Usa,294,32,296,17,590,50,10,,,CM,C,M
414,31,VERDEYEN Luc,,BEL0F,Slb,294,32,296,17,590,50,10,,,CM,C,M
415,32,MORGAN Tate,,USA16,Team Montana,298,2,291,78,589,49,11,SO,T.10*,CM,C,M
416,33,CHRISTENBERRY Darrin,,USA00,Usa,293,43,296,15,589,50,9,SO,T.10,CM,C,M
417,34,DOLDERMAN Sander,,NED0B,The Netherlands,295,25,294,40,589,49,11,SO,T.10,CM,C,M
418,34,DOMANSKI Renaud,,BEL08,Huy,296,18,293,48,589,49,11,SO,T.10,CM,C,M
419,34,DOUSSOT Christophe,,FRA4D,Issy Les Moulineaux,296,18,293,48,589,49,11,SO,T.10,CM,C,M
420,34,RESSAR Evert,,EST03,Estonie,296,18,293,48,589,49,11,SO,T.10,CM,C,M
421,38,BARNARD Kobus,,RSA03,Sanaa,297,10,291,78,588,48,12,,,CM,C,M
422,38,BOULCH Jean Philippe,,FRA88,Plourin Les Morlaix,293,43,295,30,588,48,12,,,CM,C,M
423,38,GELLENTHIEN Braden,,USA18,Usa Archery,293,43,295,30,588,48,12,,,CM,C,M
424,38,PAGNONI Federico,,ITA1E,Arcieri Franciacorta,293,43,295,30,588,48,12,,,CM,C,M
425,42,NENCIONI Michele,,ITA19,Arcieri Della Signoria,295,25,292,62,587,50,9,,,CM,C,M
426,43,ASBACH Jens,,GER03,Bsc Nidderau,292,53,295,30,587,47,13,,,CM,C,M
427,43,RAMON Lopez Bermudez,,ESP29,Villa De Ceuti,293,43,294,40,587,47,13,,,CM,C,M
428,43,TURSIC Slavko,,SLO03,Dll Potens,293,43,294,40,587,47,13,,,CM,C,M
429,43,VAN EIL Thomas,,NED01,Alliance 'D Amitie,294,32,293,48,587,47,13,,,CM,C,M
430,43,VARECHON Dimitri,,FRAAF,Torpes,293,43,294,40,587,47,13,,,CM,C,M
431,48,CHOI Yonghee,,KOR03,Hyundai S,292,64,295,30,587,0,0,,,CM,C,M
432,49,DRAGONI Luigi,,ITA14,Arcieri Del Roccolo,292,53,294,40,586,46,14,,,CM,C,M
433,49,LEOTTA Andrea,,ITA27,Arcieri Polisportiva Sole,292,53,294,40,586,46,14,,,CM,C,M
434,49,RICHARDS Carl,,GBR14,Meriden Ac,290,81,296,17,586,46,14,,,CM,C,M
435,49,WILDE Logan,,USA03,Easton/Hoyt,293,43,293,48,586,46,14,,,CM,C,M
436,53,CARDOSO Mario,,MEX03,Uaem,294,32,291,78,585,45,15,,,CM,C,M
437,53,CHECKEROSKI Tim,,USA0D,Mjc Archery,290,81,295,30,585,45,15,,,CM,C,M
438,53,CILLIERS Seppie,,RSA01,Magnum Archery,292,53,293,48,585,45,15,,,CM,C,M
439,53,DI MICHELE Luigi,,ITA07,A.S.D. Arcieri Clarasum,291,66,294,40,585,45,15,,,CM,C,M
440,53,LUNDIN Morgan,,SWE03,Mathews,294,32,291,78,585,45,15,,,CM,C,M
441,53,MIRA Xaquin,,ESP1A,Espagne,292,53,293,48,585,45,15,,,CM,C,M
442,59,DELOBELLE Fabien,,FRA96,Rueil Malmaison Star,292,53,292,63,584,44,16,,,CM,C,M
443,59,DESPHELIPON Gregory,,FRA3B,Fontainebleau,293,43,291,78,584,44,16,,,CM,C,M
444,59,PEYRONDET Francois,,FRA11,Boe,291,66,293,48,584,44,16,,,CM,C,M
445,59,SIEFFERT Pierre,,FRA33,Dijon,292,53,292,63,584,44,16,,,CM,C,M
446,63,SULLIVAN Matthew,,USA00,Usa,291,65,292,63,583,44,15,,,CM,C,M
447,64,GRIGGS Eric,,USA17,The Outdoor Group,291,66,292,63,583,43,17,,,CM,C,M
448,64,HOUSER David,,USA0E,N/a,292,53,291,78,583,43,17,,,CM,C,M
449,64,LEGER Christophe,,FRA34,Draveil,294,32,289,112,583,43,17,,,CM,C,M
450,64,MENARD Fabrice,,FRAC7,Wingles,291,66,292,63,583,43,17,,,CM,C,M
451,64,RUBBEN Guillaume,,FRAC7,Wingles,291,66,292,63,583,43,17,,,CM,C,M
452,64,SBRODOV Mikhail,,RUS01,Arcoclub,293,43,290,95,583,43,17,,,CM,C,M
453,70,BALIQUE Matthieu,,FRA3A,Eppeville,292,53,290,95,582,42,18,,,CM,C,M
454,70,DAULEU Ludovic,,FRA96,Rueil Malmaison Star,286,137,296,17,582,42,18,,,CM,C,M
455,70,DEPOITIER Julien,,BEL09,Le Centaure,291,66,291,78,582,42,18,,,CM,C,M
456,70,GIORCELLI Silvio,,ITA09,A.S.D. Arcieri Delle Alpi,290,81,292,63,582,42,18,,,CM,C,M
457,70,JUUTILAINEN Mikko,,FIN01,Mathews Factory Staff,291,66,291,78,582,42,18,,,CM,C,M
458,70,PAGNI Sergio,,ITA39,Hoyt Pro Staff,289,98,293,48,582,42,18,,,CM,C,M
459,70,SMOERDAL Mats Inge,,SWE02,Klepp Bs,292,53,290,95,582,42,18,,,CM,C,M
460,70,TJENTLAND Oddmund,,NOR05,Mathews Factory Staff,289,98,293,48,582,42,18,,,CM,C,M
461,78,CLOMBE Fabien,,FRA37,Duvy,291,66,290,95,581,41,19,,,CM,C,M
462,78,DESVERNOIS Eric,,FRAA2,Salon De Provence,290,81,291,78,581,41,19,,,CM,C,M
463,78,DUPUIS Anthony,,FRA95,Rueil Malmaison,288,111,293,48,581,41,19,,,CM,C,M
464,78,LUNARDELLI Alberto,,ITA3A,Italie,290,81,291,78,581,41,19,,,CM,C,M
465,78,MEDEIROS Rafael,,FRA9E,Saint Maur,288,111,293,48,581,41,19,,,CM,C,M
466,83,ACKX Enzo,,BEL0E,Ske Kermt,290,81,290,95,580,40,20,,,CM,C,M
467,83,BARREDO Juanjo,,ESP12,Carraixet,290,81,290,95,580,40,20,,,CM,C,M
468,83,CARO Victor,,ESP1F,Nch Archery,291,66,289,112,580,40,20,,,CM,C,M
469,83,GARCIA MOLINA Juan Alexis,,ESP1B,Galadriel Arco Club,291,66,289,112,580,40,20,,,CM,C,M
470,83,QUIQUERE Antoine,,FRA41,Gennevilliers,290,81,290,95,580,40,20,,,CM,C,M
471,83,TORRO Jose,,ESP2A,Villena,290,81,290,95,580,40,20,,,CM,C,M
472,83,VAN ELVEN Cedric,,BEL11,Team Sergesport,290,81,290,95,580,40,20,,,CM,C,M
473,83,VILARD Frederic,,FRA50,La Garde,288,111,292,63,580,40,20,,,CM,C,M
474,91,GERAINT Thomas,,GBR16,Pentref Bowmen,289,98,290,94,579,40,19,,,CM,C,M
475,92,BAIL Jose,,FRABC,Verzy,289,98,290,95,579,39,21,,,CM,C,M
476,92,BERNARD Jean Christian,,FRAA9,St Herblain,287,129,292,63,579,39,21,,,CM,C,M
477,92,BONACINA Matteo,,ITA33,Castiglione Olona,289,98,290,95,579,39,21,,,CM,C,M
478,92,DE FRANCISCO BO Luis,,ESP23,S'Arc D'Eivissa,289,98,290,95,579,39,21,,,CM,C,M
479,92,DE GRANDIS Jocelyn,,FRAAF,Torpes,288,111,291,78,579,39,21,,,CM,C,M
480,92,DELIVEYNE Frederic,,BEL13,Wtk,290,81,289,112,579,39,21,,,CM,C,M
481,92,REYES Brandon,,USA18,Usa Archery,288,111,291,78,579,39,21,,,CM,C,M
482,92,ROSSELLI Alessio,,ITA02,08054 Arcieri Formigine,289,98,290,95,579,39,21,,,CM,C,M
483,92,SEIMANDI Giuseppe,,ITA34,Fiamme Azzurre,287,129,292,63,579,39,21,,,CM,C,M
484,101,BARET Benjamin,,FRA54,Le Lavandou,292,53,286,147,578,38,22,,,CM,C,M
485,101,BEAUD Jeanmarc,,FRA81,Perigny,289,98,289,112,578,38,22,,,CM,C,M
486,101,CALAUTTI Francesco,,ITA24,Arcieri Milano 3,284,165,294,40,578,38,22,,,CM,C,M
487,101,CARMINIO Antonio,,ITA2A,Arcieri Torres Sassari,289,98,289,112,578,38,22,,,CM,C,M
488,101,GASSE Nicolas,,FRA25,Chartres,290,81,288,127,578,38,22,,,CM,C,M
489,101,HUMETZ Guillaume,,FRA35,Draveil Senart,291,66,287,134,578,38,22,,,CM,C,M
490,101,PAES Aymeric,,FRA20,Castelsarrasin,291,66,287,134,578,38,22,,,CM,C,M
491,101,POLLARD Michael,,USA10,Nfaa Usa,290,81,288,127,578,38,22,,,CM,C,M
492,109,RIKUNENKO Andy,,GBR17,Rcoa,290,80,287,133,577,39,19,,,CM,C,M
493,110,ADALBERT David,,FRA27,Chauny,286,137,291,78,577,37,23,,,CM,C,M
494,110,BARAER Quentin,,FRA8E,Rennes Cie,288,111,289,112,577,37,23,,,CM,C,M
495,110,CATALAN GIL Jose Ignacio,,ESP1D,La Almunia,288,111,289,112,577,37,23,,,CM,C,M
496,110,CAUWE Michael,,FRAC7,Wingles,288,111,289,112,577,37,23,,,CM,C,M
497,110,DAVID Alain,,FRA39,Epernay,287,129,290,95,577,37,23,,,CM,C,M
498,110,GONZALEZ Alejandro,,ESP09,Arco Ponferrada,285,149,292,63,577,37,23,,,CM,C,M
499,110,LANGARITA MANTEAGUDO Pedro Julio,,ESP16,Club Tiro Con Arco La Alm,285,149,292,63,577,37,23,,,CM,C,M
500,110,LARPENTEUR Bastien,,FRA33,Dijon,288,111,289,112,577,37,23,,,CM,C,M
501,110,MAZEAU Eric-Jean,,FRA36,Dreux,288,111,289,112,577,37,23,,,CM,C,M
502,110,URMENETA Carlos,,ESP01,Agrupacion Deportiva Alfa,285,149,292,63,577,37,23,,,CM,C,M
503,120,CORMIER Romain,,FRAA7,Smarves,289,95,287,134,576,37,22,,,CM,C,M
504,121,BONDON Morgan,,FRA14,Bonneville,284,165,292,63,576,36,24,,,CM,C,M
505,121,GOBBI Riccardo,,ITA02,08054 Arcieri Formigine,284,165,292,63,576,36,24,,,CM,C,M
506,123,CLAPIE Sebastien,,FRA8E,Rennes Cie,288,127,288,127,576,35,25,,,CM,C,M
507,124,CAGIRAN Evren,,TUR01,Demka,285,160,291,93,576,0,0,,,CM,C,M
508,125,RODRIGUEZ GONZA Guillermo Javie,,ESP07,Arco Ferrol,289,95,286,144,575,37,21,,,CM,C,M
509,126,BROUILLE Bruno,,FRA27,Chauny,284,165,291,78,575,35,25,,,CM,C,M
510,126,CHAMBOLERON Luc,,FRA04,Ancone,286,137,289,112,575,35,25,,,CM,C,M
511,126,DOUIS Gerard,,FRA2E,Conflans Sainte-Honorine,284,165,291,78,575,35,25,,,CM,C,M
512,126,EDOUARD David,,FRAB2,Trans En Provence,288,111,287,134,575,35,25,,,CM,C,M
513,126,THIERRY Jeremy,,FRA25,Chartres,289,98,286,147,575,35,25,,,CM,C,M
514,131,WILKIN Joe,,USA18,Usa Archery,288,111,286,147,574,34,26,,,CM,C,M
515,131,YAMAMOTO Yuta,,JPN03,Shibuya,288,111,286,147,574,34,26,,,CM,C,M
516,133,BERNARD Mathieu,,FRA77,Narbonne,284,161,289,111,573,36,22,,,CM,C,M
517,134,BRUNSTEIN Claude,,FRA7A,Nimes,288,111,285,160,573,34,25,,,CM,C,M
518,134,ETIENNE David,,FRAC1,Villeneuve D'Ascq,291,66,282,196,573,34,25,,,CM,C,M
519,136,DESTON Chris,,USA0F,Nenameseck,284,165,289,112,573,33,27,,,CM,C,M
520,136,DUPLAN Cedric,,FRA2F,Courville S/Eure Ac,287,129,286,147,573,33,27,,,CM,C,M
521,136,DURIVAUD Manuel,,FRAA7,Smarves,285,149,288,127,573,33,27,,,CM,C,M
